"Type","Category","Message"
"fraud","Fake Delivery Scam","ALERT! Your DHL package is delayed due to a $2.99 fee. Pay immediately to avoid return: http://dhl-feeprocess.com"
"normal","Recreation","Thinking of a movie night this Friday. You in for some popcorn and laughs?"
"normal","Social","Let’s meet up at the park around 5. Cool?"
"normal","Travel","Hey, landed in Sydney. Long flight but I’m good. Call you tomorrow!"
"fraud","Tech Support Scam","Alert! Your computer has a critical virus. Call Tech Support immediately at 1-888-999-0123 to save your data!"
"fraud","Financial Fraud","CRITICAL: $1,000 transfer detected. If not you, click http://stopfraud-bank.com to cancel it before funds are gone!"
"normal","Service Inquiry","Hey, are there any ongoing promotions right now?"
"fraud","Loan Scam","Urgent! Avail a loan of Rs. 5 lakhs now. No credit check! Click here: http://quickloan.easyfunds.co or call 9123456789!"
"fraud","Job Offer Scam","JOB ALERT! $450/day remote work. No prior experience. Spots filling fast! Register: http://homenowjobs.xyz"
"normal","Entertainment","Yo, the new Marvel movie is out tomorrow. Wanna grab tickets for Saturday?"
"fraud","Lottery Scam","Wow! You’ve won Rs. 5 lakhs in Mega Draw! Hurry to http://lotterywin.secureclaim.org or forfeit it!"
"fraud","Loan Scam","Instant Rs. 2 lakhs loan! No hassle, no wait. Apply now: http://fastmoney.loansecure.in"
"normal","Recreation","Hey, found a cool new cafe. Wanna check it out over the weekend?"
"fraud","Investment Scams","Invest today & get $5000 guaranteed in 10 days! Click fast: http://moneyboost-now.com"
"normal","Social","Yo, your Instagram story was hilarious! Let’s chat soon."
"fraud","Emotional Manipulation","Grandma, I’m stranded and need $250 for a ticket home. Send to http://travel-aidfast.com. I’m begging you!"
"normal","Work Update","Hi, don’t forget to log your hours for this week by tomorrow."
"normal","Recreation","Wanna try the new rock climbing wall at the rec center this Saturday?"
"fraud","Investment Scams","Don’t miss out! Double your savings in 72 hours with our insider tips. Visit: http://profitrush.live"
"fraud","Identity Theft","Alert! Your identity is compromised. Secure your details immediately at http://id-protectnow.in or risk account closure!"
"fraud","Impersonation","Hey, it’s Lisa from HR. Need $400 in gift cards for staff rewards. Send codes immediately. Call 555-6543 if needed."
"fraud","Tech Support Scam","Warning! Your device security is breached. Secure it now by calling 1-877-654-3210 before hackers steal your info!"
"fraud","Service Fraud","Warning! Your internet will be disconnected tonight. Pay now at http://urgent.netbill-secure.com to stay online!"
"fraud","Loan Scam","Emergency funds! Get Rs. 5 lakh loan today. Click fast: http://cashnow.loan-urgent.in or miss this chance!"
"normal","Entertainment","Yo, the new album by [band name] is fire! Have you listened yet?"
"fraud","Job Offer Scam","URGENT JOB OFFER! Earn $500/day working from home. No experience needed. Apply now: http://homenowjobs.xyz"
"normal","Travel","Hey, I’m boarding my flight now. See you in a few hours!"
"fraud","Financial Fraud","DANGER: Suspicious login on your account. Verify identity at http://secure-loginbank.com to prevent theft!"
"fraud","Tech Support Scam","Danger! Your computer is compromised. Call 1-800-777-8888 now to stop unauthorized access to your files!"
"fraud","Job Offer Scam","Get hired today! $800/week from home. No experience needed. Apply: http://quickjobentry.net"
"normal","Work Update","Just checking in—can you finish the draft by end of day? Thx!"
"fraud","Subscription Scam","Hurry! Your Apple TV+ subscription ends today. Don’t miss out, renew at: http://appletv-renewnow.com"
"fraud","Service Fraud","Urgent! Your mobile service will be disconnected in 2 hours. Pay now at http://quick.mobilebillfix.com to stay connected!"
"normal","Education","Reminder: Math quiz this Friday. Start prepping!"
"fraud","Impersonation","This is your bank. Suspicious activity detected on your account. Verify identity now: http://banksecure-verify.net"
"fraud","Phishing","Hey, don’t miss this exclusive offer! Claim your reward at http://special-dealzone.com before it expires!"
"fraud","Tech Support Scam","Alert! Your system has a severe virus. Call 1-855-321-9876 urgently to save your personal information!"
"fraud","Financial Fraud","URGENT: Your banking app access is at risk. Secure it at http://login-banksafe.com or face immediate suspension!"
"normal","Travel","Just got to the beach resort. The view is unreal! Pics soon."
"normal","Education","Hey, tomorrow’s lecture is online. Link in email."
"fraud","Identity Theft","Warning! Suspicious activity detected on your ID. Verify now at http://safe-idverify.com or face suspension!"
"fraud","Tech Support Scam","Critical! Your device is under attack. Protect it by calling Tech Support at 1-866-543-2109 immediately!"
"fraud","Fake Delivery Scam","Critical Alert: Your Amazon order is on hold. Pay $1.99 fee at http://amazon-urgentpay.net to release it today!"
"fraud","Identity Theft","Warning! Your Aadhaar is at risk. Confirm details at http://aadhaar-protect.in or lose benefits!"
"normal","Service Inquiry","Hey, are there any membership plans available?"
"fraud","Phishing","Critical! Your bank login was accessed. Verify identity at http://safe-loginverify.com or call 1-800-777-4567."
"fraud","Lottery Scam","Congratulations! Rs. 4 lakhs lottery win! Hurry, visit http://secureprizeclaim.net or risk losing it!"
"fraud","Job Offer Scam","Work from home & earn $2,500/month! No skills required. Apply fast: http://easyjobsecure.org"
"normal","Education","Class moved to Hall B today. See ya there!"
"fraud","Job Offer Scam","JOB OPENING! $300/day from home. Immediate hire. Click to apply: http://fastcareerspot.xyz"
"fraud","Lottery Scam","Winner Alert! Rs. 7 lakhs is yours from our Mega Lotto! Don’t miss out, visit http://claimlottery.net now!"
"fraud","Emotional Manipulation","Hey Mom, I’m in a crisis. Lost my wallet and need $400 to survive. Click http://helpme-survive.net. Hurry!"
"fraud","Investment Scams","Make $10,000 in 2 weeks! Limited offer. Secure spot at: http://goldmine-invest.net"
"fraud","Financial Fraud","ALERT: $85 refund pending for overpayment. Process it now at http://claim-refundfast.com before it expires!"
"normal","Delivery Update","Hi, your package is coming soon! Look for it by tomorrow around noon."
"normal","Family","Hey everyone, I’m baking cookies. Swing by if you want some!"
"fraud","Lottery Scam","Congrats! $10,000 lottery prize is yours! Call 9876543210 or click http://prizeclaimfast.com to get it now!"
"fraud","Job Offer Scam","Dream job awaits! Make $1,000/week remotely. Immediate start. Click here: http://quickstartcareer.net"
"fraud","Loan Scam","Critical! Need money? Get Rs. 3 lakh loan instantly. Visit: http://loanexpress.quick-approve.net or call 9012345678."
"normal","Service Inquiry","Hey, can you tell me if you provide installation services?"
"fraud","Emotional Manipulation","Nana, it’s your granddaughter. I’m in trouble after a robbery. Need $350 now at http://quicksafe-help.com. Please!"
"fraud","Tech Support Scam","Danger! Your computer is infected. Secure it by calling Tech Support at 1-833-456-7890 before hackers strike!"
"normal","Travel","Just checked into my hotel in Paris. It’s amazing! Talk soon."
"fraud","Job Offer Scam","JOB ALERT! Earn $400/day remotely. Spots limited! Hurry, apply here: http://fasttrackhiring.com"
"fraud","Tech Support Scam","Urgent! Suspicious activity detected on your device. Call 1-844-222-3333 now to prevent data loss!"
"fraud","Subscription Scam","Alert! Your Hulu account payment declined. Update details immediately to avoid suspension: http://hulu-fixpay.com"
"fraud","Loan Scam","Hurry! Rs. 4 lakh loan approved for you. Click to claim: http://cashfast.secure-loan.co or lose this offer!"
"fraud","Lottery Scam","Urgent! You’ve won $8,000 in our Global Lottery! Claim immediately at http://lotteryreward.live or lose it!"
"normal","Sports","Hey, let’s watch the Super Bowl at my place. Bring snacks!"
"fraud","Lottery Scam","Lucky Winner! You’ve won Rs. 2 lakhs! Don’t wait, secure it at http://lotteryclaimhub.co before it’s too late!"
"normal","Entertainment","Hey, there’s a new comedy show in town this Friday. Wanna grab tickets?"
"fraud","Identity Theft","Immediate action required! Verify your identity at http://id-securelink.in or risk losing everything!"
"normal","Delivery Update","Hi, good news! Your order is en route and should arrive by 5 PM today."
"fraud","Impersonation","Hi, it’s Mark, your manager. Buy $200 in gift cards for a surprise event. Send codes urgently to 555-4321."
"normal","Sports","Hey, wanna go cycling this weekend? Weather looks perfect."
"fraud","Tech Support Scam","Warning! Your device is at high risk. Click http://secure-techfix.com to fix it before it’s too late!"
"normal","Sports","Our volleyball squad made it to the semifinals! So pumped!"
"fraud","Loan Scam","Emergency! Get Rs. 2 lakh loan today. Don’t miss out! Apply at: http://easyloan.urgent-apply.com"
"normal","Social","Hey, are you joining us for game night on Friday?"
"normal","Delivery Update","Hi, your delivery is scheduled for today. Expect it before 8 PM!"
"fraud","Fake Delivery Scam","Emergency: Your package from eBay is delayed. Confirm info at http://ebay-shipverify.net or it will be discarded!"
"fraud","Job Offer Scam","URGENT! Remote job paying $600/day. Don’t miss out! Click now: http://hirespotnow.info"
"normal","Service Inquiry","Hey, do you guys offer gift wrapping for purchases?"
"normal","Delivery Update","Yo, your item is on its way! Should be delivered by early afternoon today."
"fraud","Subscription Scam","Critical! Your Disney+ subscription expires in 24 hours. Renew now or lose access: http://disneyplus-urgent.com"
"fraud","Phishing","Hurry! Your account is about to be locked. Update details at http://urgent-bankfix.com to avoid disruption!"
"fraud","Loan Scam","Don’t wait! Rs. 7 lakh loan at 1% interest. Click: http://loansecure.quick-funds.org or call 9234567890."
"fraud","Fake Delivery Scam","Urgent: Your UPS shipment is on hold for a $2.99 fee. Pay immediately at http://ups-paysecure.net to avoid return!"
"normal","Family","Hey fam, got some old photos to share. Wanna see?"
"fraud","Service Fraud","Urgent Notice! Your data plan expires today. Renew at http://renew.datapay-safe.com to avoid losing service!"
"normal","Sports","Hey, I’m hitting the tennis court tomorrow. Wanna rally with me?"
"normal","Social","Hey, you coming to Sarah’s get-together this Sat?"
"fraud","Financial Fraud","CRITICAL: $300 unauthorized transaction detected. Stop it at http://bank-stopfraud.com before funds are lost!"
"fraud","Subscription Scam","Urgent Notice! Your Peacock subscription payment failed. Secure your account at: http://peacock-payupdate.com"
"normal","Education","Yo, group presentation prep at 3 PM. Don’t be late!"
"fraud","Investment Scams","Double your income in 48 hrs with our crypto plan! Join: http://bitprofit-zone.com"
"fraud","Identity Theft","Danger! Your personal data is at risk. Protect it now at http://id-shieldonline.in or lose access!"
"fraud","Phishing","Alert! Suspicious login detected on your account. Verify now at http://verify-mybank.com or call 1-888-999-0123."
"fraud","Emotional Manipulation","Dad, it’s me. I’m in jail and need $900 for bail. Help me at http://bailout-urgent.com before it’s too late!"
"fraud","Tech Support Scam","Urgent! Virus detected on your device. Click http://fixmytech-safe.com to resolve or risk losing everything!"
"fraud","Tech Support Scam","Alert! Your system is infected with malware. Call Tech Support immediately at 1-888-999-4321 to prevent data theft!"
"normal","Travel","Flight’s on time. Should be there by 3 PM. Can’t wait!"
"fraud","Emotional Manipulation","Grandma, it’s me. I’m hurt after a fall. Need $400 for urgent care. Please send to http://emergency-aidnow.com. Hurry!"
"normal","Recreation","Wanna join me for a swim at the community pool tomorrow?"
"normal","Family","Hey fam, let’s catch up over coffee this weekend. Who’s in?"
"fraud","Fake Delivery Scam","Warning! Your USPS package is at risk of return. Update details at http://usps-deliveryfix.com before it’s too late!"
"normal","Sports","Just got tickets to the hockey game this weekend. You in?"
"fraud","Emotional Manipulation","Mom, I’ve been in an accident. Need $700 for hospital bills urgently. Send to http://carefast-now.net. I’m scared!"
"normal","Delivery Update","Hi, just a heads up—your order is on the way. Look for it by tomorrow morning."
"fraud","Investment Scams","Hurry! Invest $300 & make $3000 in 5 days! Slots closing soon. Click: http://quickgainz.net"
"fraud","Lottery Scam","Alert! You’ve won Rs. 6 lakhs in our Super Draw! Claim before midnight at http://lotterywinzone.in"
"fraud","Emotional Manipulation","Mom, I’m in danger. Got into a mess and need $500 to get out. Click fast: http://save-me-today.net. Please help!"
"normal","Service Inquiry","Hi, do you have any special offers for new customers?"
"normal","Travel","Hey, arrived in Tokyo. Jet lag’s real, haha. Will chat later."
"fraud","Lottery Scam","Congrats! You’ve won Rs. 10 lakhs in our Grand Lottery! Hurry, claim now at http://lotterybigwin.in before it’s gone!"
"fraud","Subscription Scam","Emergency! Your Netflix subscription failed to process. Fix it now at: http://netflix-paymentfix.com"
"fraud","Identity Theft","Critical! Your ID details need validation. Act now at http://id-safeguard.in or face legal action!"
"fraud","Identity Theft","Urgent! Identity breach detected. Save your account at http://id-rescueonline.in before deactivation!"
"normal","Delivery Update","Hey, just letting you know your order shipped. It’ll be there by tomorrow evening."
"fraud","Job Offer Scam","Exciting offer! Earn $5,000/month remotely. Act fast, apply here: http://topjobshome.online"
"normal","Entertainment","Yo, the latest season of that sci-fi series just dropped. You watching yet?"
"normal","Recreation","Have you checked out the new spin class? It’s intense!"
"fraud","Job Offer Scam","HIRING NOW! $700/day from home. No interview, start today! Apply at: http://instantjoboffer.live"
"fraud","Subscription Scam","Last Chance! Your Paramount+ subscription expires soon. Renew to avoid disruption: http://paramount-renewal.com"
"fraud","Phishing","Urgent! Your payment failed. Update your info at http://payment-securefix.com to avoid account suspension!"
"fraud","Emotional Manipulation","Dad, emergency! I’ve been mugged and need $550 for safety. Send to http://protect-nowhelp.com. Please save me!"
"normal","Education","Yo, library study group at 5 PM. You in?"
"normal","Recreation","Let’s plan a picnic at the lakeside this weekend. Thoughts?"
"fraud","Subscription Scam","Warning! Your Amazon Prime account is at risk. Update payment info urgently: http://prime-secureupdate.com"
"normal","Travel","Quick update: I’m at the gate, flight leaves in 30 mins."
"normal","Service Inquiry","Hey, what’s the process to return an item?"
"fraud","Investment Scams","Emergency! Secure your future with a $1000 return on $100. Act now: http://cashflow-secure.com"
"fraud","Subscription Scam","Critical Alert! Your Netflix account is on hold. Update payment now: http://netflix-holdfix.com"
"normal","Work Update","Reminder: please review the project plan and share feedback by EOD."
"fraud","Lottery Scam","Great news! Rs. 5 lakhs lottery prize awaits you! Click now to claim: http://winbiglottery.xyz"
"fraud","Phishing","Warning! Your credit card is flagged for fraud. Confirm details at http://card-safetycheck.com before it’s blocked!"
"fraud","Identity Theft","Alert! Identity theft attempt detected. Secure your info at http://protect-idnow.com before it’s stolen!"
"fraud","Service Fraud","Warning! Your internet service is at risk. Settle your bill now at http://pay.netsecure-link.com to avoid cutoff!"
"fraud","Impersonation","Urgent: This is the IRS. Your account is flagged for fraud. Resolve now to avoid legal action: http://irs-alert-secure.com"
"normal","Work Update","Hi, the training session is today at 3 PM. Don’t miss it!"
"fraud","Financial Fraud","ALERT: Your bank account shows unusual activity. Secure it immediately at http://verify-mybanknow.com or risk losing funds!"
"fraud","Phishing","Attention! Your account shows unusual activity. Secure it at http://alert-bankguard.com or risk losing money!"
"normal","Family","Hey, can someone pick up milk on the way home? Thx!"
"normal","Social","Wanna hang out this weekend? Maybe catch a movie?"
"normal","Education","Hey, prof posted new notes online. Check the portal."
"normal","Recreation","Yo, wanna go kayaking on the river this Sunday?"
"normal","Service Inquiry","Hi, do you provide tech support over the phone?"
"fraud","Service Fraud","Critical! Your phone service is suspended soon. Pay instantly at http://fix.mobilepay-secure.com to restore access!"
"normal","Travel","Landed in Sydney! Grabbing my bags now. Call you soon."
"fraud","Loan Scam","Urgent! Rs. 1 lakh loan approved. No documents needed. Apply: http://fastmoney.secure-claim.com now!"
"fraud","Emotional Manipulation","Grandma, it’s urgent. I’m sick and need $300 for medicine. Transfer to http://health-aidquick.com. I’m in pain!"
"fraud","Financial Fraud","IMMEDIATE ACTION: $500 charge detected. Dispute it now at http://dispute-charge247.com or lose your money!"
"fraud","Financial Fraud","WARNING: Account flagged for fraud. Secure funds at http://bank-fraudalert.com or risk permanent lockout!"
"normal","Social","Hey, you free for a quick call? Miss hearing from you!"
"normal","Work Update","Hey, meeting with the boss is pushed to Friday at 11 AM. Mark it!"
"normal","Work Update","Hey, can you send over your progress update by this afternoon? Thanks!"
"fraud","Job Offer Scam","Earn $900/day working remotely! No skills needed. Apply before it’s gone: http://homenowhire.com"
"normal","Social","Let’s grab coffee tomorrow. What time works for you?"
"normal","Delivery Update","Hey there, your item has shipped! It’ll reach you by tomorrow night."
"normal","Sports","Yo, wanna join me for a pickup basketball game at the park at 5?"
"fraud","Phishing","Urgent! Your account has been compromised. Secure it immediately at http://bank-protectnow.com or lose access!"
"fraud","Lottery Scam","Amazing news! You’ve won $5,000 in our Lucky Draw! Click to claim urgently: http://winfastprize.com"
"normal","Family","Just wanted to say I love you guys. Miss ya!"
"normal","Social","Wanna meet up at the park later? Need some fresh air."
"fraud","Fake Delivery Scam","UPS Alert: Your delivery is on hold due to an unpaid fee. Pay now at http://ups-securefee.com to avoid cancellation!"
"normal","Sports","Man, that baseball game went into extra innings. What a nail-biter!"
"normal","Travel","Hey, I’m on my way to the airport. Flight’s at 7 PM."
"normal","Social","Hey, your latest reel cracked me up! You’re killing it!"
"fraud","Financial Fraud","URGENT: $100 overcharge detected on your account. Claim refund now at http://quickbankrefund.com before it’s too late!"
"fraud","Identity Theft","Urgent! Confirm your identity to avoid penalties. Click http://verify-idsecure.in before it’s too late!"
"normal","Entertainment","Hey, just got tix for a stand-up gig on Saturday. Wanna join me?"
"fraud","Loan Scam","Warning! Last chance for Rs. 8 lakh loan. Click now: http://fundsfast.loan-secure.co or call 9345678901."
"normal","Family","Fam, let’s do a game night soon. Friday work for y’all?"
"fraud","Service Fraud","Alert! Your phone bill is unpaid. Avoid disconnection by paying at http://bill.telco-urgentpay.com right now!"
"fraud","Service Fraud","Immediate Action Required! Your mobile service is at risk. Pay at http://secure.telco-fixbill.com to avoid cutoff!"
"normal","Family","Quick check-in, how’s everyone holding up this week?"
"fraud","Impersonation","Urgent notice from Customs. Your package is held. Pay fees now to avoid seizure: http://customs-release.com"
"fraud","Investment Scams","Rare opportunity! Triple your money overnight. Don’t wait, visit: http://instantwealth.io"
"fraud","Fake Delivery Scam","DHL Notice: Your parcel is stuck due to missing info. Verify now at http://dhl-urgentupdate.com or it will be sent back!"
"normal","Entertainment","Yo, have you seen the new superhero movie trailer? Looks insane! Thoughts?"
"fraud","Lottery Scam","Congratulations! You’ve won Rs. 3 lakhs in our prize draw! Act fast, claim at http://securewinlotto.org before expiry!"
"fraud","Impersonation","Hey, it’s Sarah from IT. I need access to your login for a system update. Share details ASAP at 555-9876."
"fraud","Phishing","This is your mobile provider with a limited-time offer! Click http://mobile-promooffer.com to claim now!"
"fraud","Financial Fraud","EMERGENCY: Account suspension imminent due to fraud. Act now at http://protectmyaccount.net or lose access!"
"fraud","Investment Scams","Time’s running out! Invest $250 for $2500 returns by tomorrow. Go to: http://quickcash-flow.com"
"fraud","Loan Scam","Urgent! Secure a Rs. 5 lakh loan now. No credit check! Click: http://quickfunds.loan-now.in or call 9123456789!"
"normal","Travel","Hey, just reached the campsite. Nature’s calling! Talk later."
"fraud","Impersonation","Hey, it’s Anna from Finance. Transfer $500 for an urgent payment. Use this link: http://finance-quickpay.net"
"normal","Education","Reminder: Sign up for the workshop by today!"
"fraud","Service Fraud","Emergency! Your mobile connection will be terminated today. Pay at http://urgent.telcopay-now.com to prevent this!"
"normal","Work Update","Hey all, our team lunch is confirmed for tomorrow at noon. See ya!"
"fraud","Subscription Scam","Urgent! Your Spotify subscription is about to lapse. Renew now to keep the music playing: http://spotify-renew247.com"
"normal","Work Update","Quick heads-up, team: we’re switching to the new software next week."
"normal","Entertainment","Hey, saw a dope music festival lineup for next weekend. You in?"
"normal","Work Update","Team, let’s wrap up the pending tasks before the weekend. Thanks!"
"normal","Family","Reminder: Grandma’s doc appt tomorrow. Anyone joining?"
"normal","Social","Hey, saw your new post. Looking awesome as always!"
"fraud","Subscription Scam","Alert! Your HBO Max account is suspended. Reactivate by updating details: http://hbomax-restore.com"
"normal","Social","Just checking in. How’s everything going with you?"
"normal","Sports","Dude, that buzzer-beater in the NBA finals was unreal! Did you see it?"
"normal","Work Update","Just a note: the client meeting is now at 2 PM today. Be there!"
"normal","Entertainment","Hey, wanna binge the new crime drama on Netflix this weekend?"
"normal","Sports","Just joined a local swim club. First practice is next week!"
"normal","Family","Just a reminder, Mom’s anniversary gift needs ideas. Thoughts?"
"normal","Delivery Update","Hey, your package is on the move! Keep an eye out for it by tomorrow."
"fraud","Fake Delivery Scam","Critical: Your FedEx delivery is pending a $4.00 charge. Settle now at http://fedex-feeconfirm.org to release it!"
"fraud","Tech Support Scam","Emergency! Hackers are accessing your data. Secure your device now at http://techguard-protect.net or lose it all!"
"normal","Service Inquiry","Hi there, are your stores open on public holidays?"
"normal","Recreation","I heard there’s a cool new dance class. Should we try it out?"
"fraud","Fake Delivery Scam","Urgent! Your DHL parcel needs immediate action. Update at http://dhl-quickfix.org or risk losing your shipment!"
"normal","Entertainment","Hey, there’s a cool art exhibit downtown this week. Wanna check it out?"
"normal","Service Inquiry","Hi, can you confirm if you ship internationally?"
"normal","Entertainment","Hey, there’s a local band playing tonight. Wanna go see them?"
"fraud","Fake Delivery Scam","Alert! Your Amazon package is delayed due to incomplete address. Update now at http://amazon-fixdelivery.com or lose it!"
"fraud","Loan Scam","Immediate! Rs. 2.5 lakh loan ready. No fees! Apply at: http://quickloan.safe-apply.net before deadline."
"normal","Recreation","I’m thinking of a short hike near the hills. You in for Saturday?"
"fraud","Impersonation","Hi, it’s David, your boss. Purchase $300 in gift cards for a client meeting. Text codes ASAP."
"normal","Education","Exam schedule is out. Check your student app now!"
"fraud","Service Fraud","Urgent! Your phone line will be cut off in 24 hours. Pay at http://pay.mobileurgent-fix.com to prevent this!"
"normal","Recreation","Hey, up for a quick jog in the park tomorrow morning?"
"normal","Recreation","Hey, let’s hit the bowling alley tonight. It’ll be fun!"
"normal","Travel","My train to Amsterdam leaves in an hour. So excited!"
"fraud","Investment Scams","Urgent alert! $200 investment = $2000 profit this week. Click: http://fasttrack-earn.com"
"fraud","Emotional Manipulation","Hey Dad, it’s urgent. I’m stuck abroad and lost everything. Send $600 to http://rescue-funds.com. I’m desperate!"
"fraud","Fake Delivery Scam","FedEx Warning: Your package is stuck due to missing data. Verify now at http://fedex-resolve.com to prevent return!"
"normal","Entertainment","Hey, wanna hit up karaoke night tomorrow? Gonna be a blast!"
"normal","Delivery Update","Hey, your package is out for delivery! Should be with you by this evening."
"fraud","Impersonation","Emergency: This is the Tax Office. Unpaid dues will lead to arrest. Pay now: http://taxclearance-gov.org"
"normal","Recreation","I’m hitting the tennis courts later. Care to join for a game?"
"normal","Sports","Got a new personal best on my run today—5 miles! Feeling great!"
"normal","Education","Hey, need help with chem? Let’s meet after class."
"fraud","Financial Fraud","WARNING: Your card has been charged $200 unexpectedly. Verify now at http://safe-cardcheck.com to avoid further charges!"
"fraud","Loan Scam","Alert! Rs. 6 lakh loan waiting for you. Low interest! Click: http://instantcash.loan-hub.in before it’s gone!"
"fraud","Investment Scams","Last chance! Earn 400% returns in 3 days. Join now at: http://eliteinvest-hub.com"
"fraud","Impersonation","This is Social Security. Your benefits are suspended. Reinstate now: http://ssn-secureupdate.com"
"fraud","Identity Theft","Emergency! Verify your identity to prevent fraud. Click http://secureid-checkup.com or call 9876543210!"
"fraud","Phishing","Emergency! Your bank account is at risk. Click http://secure-financehub.com to protect your funds now!"
"fraud","Service Fraud","Alert! Your phone plan is overdue. Avoid suspension by paying at http://secure.telco-billpay.com immediately!"
"normal","Education","Hey, don’t forget the project deadline is tomorrow. Submit on time!"
"normal","Delivery Update","Yo, your delivery is coming! Expect it to arrive by late afternoon today."
"normal","Service Inquiry","Hey, do you offer repairs for damaged products?"
"normal","Family","Yo, anyone free to help me move a couch tomorrow?"
"normal","Service Inquiry","Hi, can you check if my order has been shipped yet?"
"normal","Education","Reminder: Tomorrow’s test is on chapters 3-5. Study up!"
"normal","Family","Dad, don’t forget your doctor’s appointment at 3 PM today."
"normal","Delivery Update","Hi, your delivery is coming soon! Expect it by 4 PM today."
"fraud","Subscription Scam","Your Spotify subscription will auto-renew at $89.99. Cancel immediately: http://spotify-stop-charge.net"
"fraud","Loan Scam","Critical! Rs. 3 lakhs loan approved. Act fast! Click: http://instantfund.loanverify.in before offer expires!"
"fraud","Fake Delivery Scam","UPS Emergency: Pay $4.00 now to release your held package at http://ups-urgentpay.com or risk losing it!"
"fraud","Job Offer Scam","JOB OPPORTUNITY! $550/day remote work. Act now, limited openings: http://quickhiretoday.xyz"
"fraud","Loan Scam","Immediate loan of Rs. 2 lakhs at 1% interest! Don’t miss out. Apply: http://easyloan.fastfunds.in before it’s too late!"
"fraud","Lottery Scam","Urgent! You’ve won Rs. 3 lakhs in our Lucky Draw! Don’t miss out, claim now: http://lotto.winsecure.in Time is running out!"
"fraud","Investment Scams","Critical! Invest $100 and get $1,000 by tomorrow! Click: http://rapidcash-flow.com Don’t wait!"
"fraud","Subscription Scam","Urgent! Netflix subscription expiring today. Don’t miss out, renew: http://netflix-urgent-renewal.co"
"fraud","Tech Support Scam","Help! Your system is under attack. Click http://safe-techfix.com to stop the virus before it spreads!"
"fraud","Job Offer Scam","Earn $700/week from home! No experience needed. Apply before it’s too late: http://fastcashwork.online"
"normal","Travel","Hey, let’s look for some cool tours in Japan. Got any ideas?"
"fraud","Identity Theft","Warning! Suspicious activity on your Aadhaar. Secure it at http://aadhaar-locksafe.in before it’s stolen!"
"normal","Service Inquiry","Hey, can I book a service slot for this Friday?"
"fraud","Investment Scams","Rare opportunity! Double your funds in 72 hours! Join at: http://superprofit-link.com Hurry!"
"fraud","Impersonation","Hey, it’s your boss, Sarah. I need $400 in iTunes gift cards for a client gift. Send codes ASAP to 555-9876. Urgent!"
"fraud","Job Offer Scam","URGENT! Work-from-home opportunity. Make $3,500/month. Limited spots. Click: http://easyjobnow.space"
"fraud","Identity Theft","Critical! Your PAN card is under threat. Verify details at http://pan-verifysecure.com or lose account access!"
"fraud","Loan Scam","Last chance! Get Rs. 6 lakhs loan today at 2% rate. Click: http://fastmoney.loansecure.net or miss out forever!"
"fraud","Lottery Scam","Big News! You’ve won $2,000 in our Surprise Lottery! Secure it at http://winlotto.fastclaim.net Don’t delay!"
"normal","Family","Mom, thanks for always being there. Love you tons!"
"normal","Social","How’s it going? Let’s plan a quick meetup this week!"
"fraud","Subscription Scam","Your Apple TV+ plan will charge $79.99 tomorrow. Cancel here: http://appletv-cancel-fee.com"
"fraud","Loan Scam","Act now! Rs. 10 lakhs loan at 1.5% interest. Click: http://bigloan.quickcash.net or call 9012345678 urgently!"
"normal","Service Inquiry","Hi, is your team available for a quick repair today?"
"fraud","Investment Scams","Exclusive deal! Earn $1,000 daily with a small investment! Click: http://goldmine-opp.com Act now!"
"fraud","Fake Delivery Scam","Missed your delivery? Reschedule urgently at http://delivery-fixnow.com or your parcel will be sent back!"
"fraud","Job Offer Scam","Work-from-home job! Make $450/day. Don’t wait, apply now: http://instantworkhub.com"
"fraud","Lottery Scam","Congrats! Rs. 6 lakhs lottery prize awaits you! Click to claim now at http://lotteryreward.quickwin.co or lose it forever!"
"normal","Entertainment","Guess what? A big music fest is happening next week. Let’s grab tickets!"
"normal","Work Update","Reminder: submit your timesheet by tonight. Thanks!"
"normal","Social","Hey, loved your story update! You’re killing it with those vibes."
"normal","Social","Hey, wanna hang out tonight? Thinking of watching a movie at my place."
"normal","Sports","The football game is on tonight. You watching at home or at the bar?"
"fraud","Emotional Manipulation","Hey Sis, I’ve been in an accident. Need $400 for repairs urgently. Click http://quickfix-support.net. Don’t let me down!"
"fraud","Identity Theft","Immediate Action Required! Verify your identity at http://safe-idcheck.co to avoid penalties!"
"fraud","Service Fraud","Immediate Action Required! Your internet is being suspended. Pay at http://urgent.isp-paylink.com to restore service!"
"fraud","Loan Scam","Need cash now? Rs. 7 lakhs loan approved instantly! Click: http://easycash.loaninstant.in before time runs out!"
"normal","Travel","Yo, I just got our flights to Thailand for next month. Can’t wait! Confirm if the dates work for you."
"fraud","Emotional Manipulation","Dad, I’m in trouble after a scam. Lost all my money. Send $500 to http://emergency-cashhelp.com. I’m so sorry!"
"fraud","Emotional Manipulation","Aunt, I’m so scared! I’ve been robbed and need $250 to get home. Transfer via http://safe-returnhelp.com. Hurry!"
"fraud","Investment Scams","Urgent! Secure 300% returns in just 5 days! Don’t wait, click now: http://quickgainz-hub.com Act fast!"
"normal","Work Update","Heads up, the training session starts at 10 AM tomorrow. See ya there!"
"fraud","Emotional Manipulation","Mom, I’m in a bad spot. Got mugged and need $350 for medical help. Send to http://urgentcare-funds.com. I’m begging you!"
