"Type","Category","Message"
"normal","Family","Fam, let’s do a Rakhi celebration Zoom call with cousins. Thoughts?"
"fraud","Investment Scams","Don’t wait! 700% returns guaranteed this week. Click: http://mumbaicash-flow.com"
"fraud","Phishing","Warning! Your Axis Bank login is compromised. Reset at http://axisbank-fixaccess.com or face account suspension!"
"normal","Entertainment","Yo, there’s a stand-up gig at Canvas Laugh Club tonight. Wanna go?"
"fraud","Investment Scams","Your chance to be a crorepati! Invest now, earn big. Click: http://bharatrich-zone.com"
"fraud","Tech Support Scam","Help Needed! Virus on your phone. Call 1800-700-4567 now to stop hackers. Don’t delay!"
"normal","Recreation","Thinking of a movie night with some desi snacks. Join me tonight?"
"fraud","Subscription Scam","Alert! Your Amazon Prime subscription is expiring today. Renew urgently at: http://prime-renew-in.com"
"normal","Work Update","Hi, don’t forget to submit the expense report by tonight. Thanks!"
"fraud","Tech Support Scam","Alert! Your device is compromised. Call 1800-300-9876 for instant help. Don’t ignore this!"
"normal","Service Inquiry","Hi, do you provide home delivery in Mumbai? Need to know ASAP."
"normal","Social","Hey, I’m craving some pani puri. Wanna join me after work?"
"fraud","Impersonation","Urgent! This is Aadhaar Support. Link your PAN now at http://aadhaar-panlink.org or face penalty!"
"fraud","Subscription Scam","Warning! Your Amazon Prime India payment is overdue. Update now: http://prime-india-payfix.com"
"fraud","Service Fraud","Urgent Notice! Your Tata Sky account is overdue. Pay now at http://tatasky-securepay.in to stay tuned!"
"fraud","Subscription Scam","Warning! Your Hotstar subscription payment failed. Avoid cancellation, click: http://hotstar-payfix.in"
"normal","Education","Hey, anyone up for a quick revision session for Hindi lit at my place tonight?"
"normal","Sports","Hey, Pro Kabaddi League finals tonight. Let’s watch with some samosas!"
"normal","Entertainment","Yo, just found a cool new pub in Bandra. Wanna check it out tomorrow?"
"normal","Education","Hey, don’t forget the history project deadline on Monday. Need any help with research?"
"normal","Travel","Hey, got some awesome handicrafts from Rajasthan. You’ll love them!"
"fraud","Job Offer Scam","HURRY! ₹35,000/week. Work from home in Bangalore. Apply before it’s late: http://fastjobkarnataka.co"
"fraud","Phishing","Danger! Your Canara Bank card is locked. Unlock at http://canarabank-unlock.com or lose access today!"
"normal","Travel","Hey, snagged a great deal on a resort in Udaipur. Should we lock it?"
"fraud","Fake Delivery Scam","FedEx Urgent: Customs hold on your package. Pay ₹299 fee at http://fedex-customs-india.com to release it today!"
"fraud","Service Fraud","Immediate Action! Your internet service will be blocked. Pay at http://netsecure-bill.in to avoid loss!"
"fraud","Job Offer Scam","JOB OFFER! Earn ₹40,000/month. No experience required. Hurry, apply at: http://dreamjobdelhi.com"
"normal","Social","Hi, how’s work? Let’s meet up for chai at our usual spot!"
"fraud","Investment Scams","Invest Rs. 10,000 & get Rs. 1 Lakh in 10 days! Hurry, visit: http://fastgain-india.com"
"normal","Sports","Hey, let’s hit the local ground for a cricket match this Sunday. You in?"
"normal","Travel","Yo, got cheap tickets to Goa for the weekend. You in or what?"
"fraud","Tech Support Scam","Critical Alert! Virus detected on your device. Secure it now at http://techsafe-india.com or lose data!"
"normal","Service Inquiry","Hi, are there any discounts for senior citizens? Pls reply."
"normal","Family","Hey fam, let’s plan a Diwali get-together at home. Sunday good for everyone?"
"fraud","Fake Delivery Scam","India Post Warning: Undelivered package! Update address at http://indiapost-deliveryfix.com or lose your item!"
"normal","Travel","Hi, I’m at Jaipur airport. Pink City, here I come! Catch up later."
"normal","Recreation","Hi, there’s a street food fest in Kala Ghoda. Let’s check it out!"
"normal","Recreation","Let’s go cycling along Marine Drive early tomorrow. You game?"
"fraud","Fake Delivery Scam","Amazon Notice: Delivery delayed! Confirm your details at http://amazon-indiafix.com/verify or face cancellation!"
"normal","Sports","Hey, badminton court is booked for tomorrow. Let’s play a few sets!"
"normal","Delivery Update","Hi there, your package is en route. Look for it tomorrow in Chennai."
"normal","Delivery Update","Yo, your order from Flipkart is out for delivery. Should reach by noon!"
"normal","Recreation","Thinking of a picnic at Sanjay Gandhi Park. You up for it Sunday?"
"normal","Sports","Just signed up for a marathon in Delhi next month. Care to join me?"
"fraud","Identity Theft","Urgent! Your Aadhaar is at risk. Secure it now at http://aadhaar-safeguard.in or face account freeze!"
"normal","Family","Sis, let’s watch that new Bollywood movie this weekend. Deal?"
"fraud","Phishing","Alert! Your Indian Bank account has unusual login. Verify at http://indianbank-secure.com to prevent fraud!"
"fraud","Emotional Manipulation","Aunty, my child is sick in Hyderabad hospital. Need Rs. 6,000 for meds. Help at http://childcare-aid.in. I’m helpless!"
"fraud","Financial Fraud","ALERT: Unauthorized login to your Kotak account. Verify identity at http://kotak-trustverify.com immediately!"
"fraud","Phishing","Critical! Your Punjab National Bank funds are at risk. Confirm details at http://pnb-safeguard.com now!"
"normal","Recreation","Yo, signed up for a Bollywood dance class. Wanna join next week?"
"fraud","Impersonation","Hey, it’s Anil Sir. I’m stuck, need Rs.3000 urgently. Transfer to 9123456789 via Paytm. Save me, please!"
"normal","Family","Bro, you free for a quick chai at the corner shop later?"
"normal","Travel","Hey, just landed in Mumbai! Traffic’s crazy, but can’t wait to see you soon!"
"normal","Travel","Hey, booked a houseboat in Kerala for Diwali. Thoughts?"
"fraud","Investment Scams","Last 24 hours! 500% returns on your money. Don’t miss: http://chennaigain-fast.com"
"normal","Work Update","Just a reminder, the training session is tomorrow at the Gurgaon office."
"fraud","Loan Scam","Don’t wait! Rs. 6 lakhs loan ready for you. Click: http://quickloan.safecash.in or lose this golden chance!"
"fraud","Job Offer Scam","IMMEDIATE HIRING! ₹30,000/week. Work from home. Slots closing soon. Click: http://quickhireindia.net"
"fraud","Emotional Manipulation","Mom, I’ve been kidnapped. They’re demanding Rs. 8,000. Pay here: http://saferelease-now.in. Please, I’m begging you!"
"fraud","Impersonation","This is HDFC Bank. Your net banking is suspended. Reactivate at http://hdfc-securelogin.co.in immediately!"
"normal","Travel","Hi, flight to Bangalore delayed. Will reach by evening. Keep dinner ready!"
"normal","Service Inquiry","Hey, can you tell me if my order #5678 is shipped yet? Thanks!"
"fraud","Subscription Scam","Alert! Your Disney+ Hotstar subscription will be cancelled. Update at: http://disneyhotstar-in.com"
"fraud","Financial Fraud","URGENT: Rs. 15,000 charged on your SBI card. Dispute at http://sbi-cardalert.in or lose access!"
"fraud","Job Offer Scam","DREAM JOB! ₹60,000/month. Start today. No skills needed. Visit: http://indiaquickcareer.com"
"fraud","Identity Theft","Alert! Identity theft detected on your PAN. Verify immediately at http://pan-securecheck.com to avoid penalties!"
"fraud","Lottery Scam","You’re selected! Win Rs. 12 lakhs in Desi Lotto! Claim urgently at http://prize.desilottery.co before expiry!"
"fraud","Financial Fraud","EMERGENCY: Fraud detected on your IDBI account. Verify at http://idbi-securezone.in or face account freeze!"
"fraud","Lottery Scam","Winner Alert! Rs. 11 lakhs from Swadeshi Lottery! Hurry, go to http://win.swadeshilotto.in to get your money!"
"normal","Education","Reminder: Chemistry lab report due tomorrow. Let’s finish it together if you’re stuck!"
"normal","Service Inquiry","Just checking if my kurta order for Navratri is on track. Thanks!"
"normal","Service Inquiry","Hey, are you open during Ganesh Chaturthi? Need to visit."
"normal","Education","Got notes from last week’s economics lecture. Want a copy? Drop a text."
"normal","Delivery Update","Update: Your delivery from Nykaa is coming. Expected by 3 PM today."
"fraud","Impersonation","Hi, it’s Priya from Accounts. Need Amazon gift cards worth Rs.2000 for client. Text codes to 9988776655 now!"
"normal","Social","Bro, you free this weekend? Thinking of a quick trip to Lonavala."
"fraud","Fake Delivery Scam","BlueDart Warning: Your shipment is stuck. Pay ₹150 customs charge at http://bluedart-releasepay.com before it’s returned!"
"fraud","Fake Delivery Scam","India Post Emergency: Your parcel will be returned tomorrow. Update details at http://indiapost-urgentfix.com now!"
"fraud","Subscription Scam","Urgent! Your Zee5 account is at risk. Secure it now via: http://zee5-secure-india.com"
"fraud","Fake Delivery Scam","Emergency: Your Snapdeal order is stuck. Confirm details at http://snapdeal-shipmentfix.com before return!"
"normal","Family","Bro, let’s watch the India-Pakistan cricket match tonight. Should be epic!"
"normal","Recreation","Yo, there’s a fun dance workshop in Bandra this weekend. Up for it?"
"fraud","Subscription Scam","Urgent! Your Netflix subscription payment failed. Update card details now to avoid suspension: http://netflix-indiafix.com"
"fraud","Service Fraud","Warning! Your data balance is zero. Recharge now at http://topup.datasafe-india.com or face service cutoff!"
"normal","Travel","Just reached Delhi. Traffic’s crazy, but I’ll be at Connaught Place soon!"
"normal","Service Inquiry","Hi, can I get a quote for your packages before Diwali?"
"normal","Service Inquiry","Hey, do you provide home delivery for your services in Delhi?"
"normal","Work Update","Reminder, submit your expense claims for the Pune trip by Friday."
"normal","Education","Class cancelled today due to staff meeting. Enjoy the break!"
"fraud","Financial Fraud","Overpayment of ₹5,000 detected on your account. Refund now at http://bankoverpay-refund.com!"
"fraud","Service Fraud","Emergency! Your Vodafone service will be cut off today. Update payment at http://urgent.vodapay-india.net to stay connected!"
"normal","Sports","Let’s play gully cricket this weekend near Sharma ji’s shop. Cool?"
"fraud","Job Offer Scam","Remote Job Offer! ₹45,000/month. Don’t wait, slots filling fast: http://indiaremotehire.net"
"fraud","Emotional Manipulation","Bro, I’m trapped in Mumbai with no money. Need Rs. 2,000 for a ticket home. Send to http://rescue-travelindia.com. Please!"
"normal","Service Inquiry","Hi, are your services available in smaller towns like Jaipur?"
"fraud","Subscription Scam","Warning! Your SonyLIV account will be deactivated. Pay now: http://sonyliv-fixaccount.in"
"fraud","Fake Delivery Scam","FedEx Notice: Package return imminent! Pay ₹149 at http://fedex-indiapay.com to avoid loss!"
"normal","Entertainment","Hey, there’s a stand-up comedy show in Delhi. Wanna laugh our heads off?"
"fraud","Phishing","Urgent Notice! Your Union Bank account needs verification. Visit http://unionbank-verifyhub.com to avoid penalties."
"fraud","Subscription Scam","Your JioCinema payment failed. Update details to watch IPL live: http://jiocinema-fixpay.in"
"normal","Sports","Hey, I’m joining a local football team. Got any advice for trials?"
"fraud","Loan Scam","Hurry! Rs. 10 lakh loan at 0.5% interest. Don’t miss out! Click: http://fastloan.indiafunds.net or call 9123456789."
"fraud","Tech Support Scam","Warning! Virus detected on your phone. Call 1800-555-1234 immediately to prevent data theft!"
"normal","Education","Yo, let’s revise for Maths together at my place tonight?"
"fraud","Identity Theft","Alert! Someone is using your identity. Verify at http://safeid-india.co.in before it's too late!"
"fraud","Service Fraud","Urgent! Your Airtel plan expires in 1 hour. Renew immediately at http://verify.airtelquickpay.com or lose access!"
"normal","Travel","Train to Chennai is on time. Should reach by evening. See ya!"
"normal","Travel","Yo, planning a trip to Goa next month. Beaches and beers, you joining?"
"normal","Sports","Hey, wanna join me for a quick badminton session at the club?"
"fraud","Service Fraud","Alert! Your mobile service is at risk of suspension. Pay now at http://safe.mobilepay-india.com to avoid disconnection today!"
"fraud","Subscription Scam","Your Hotstar account is at risk! Update payment details immediately: http://hotstar-securepay.in"
"normal","Delivery Update","Hey, your package is dispatched! It’ll hit your doorstep by Thursday in Ahmedabad."
"fraud","Service Fraud","Critical! Your BSNL data pack is expiring. Avoid interruption by paying at http://renew.bsnlsecurepay.com now!"
"fraud","Tech Support Scam","Emergency! Your laptop is hacked. Visit http://safeindia-tech.com to fix it before it’s too late!"
"fraud","Lottery Scam","Wow! You’re the winner of Rs. 9 lakhs in our National Lottery! Claim urgently at http://nationallotto-secure.in!"
"fraud","Service Fraud","Warning! Jio connection deactivation scheduled for midnight. Secure it at http://protect.jioconnect.in before it's too late!"
"fraud","Phishing","Attention! Your Kotak Mahindra card is suspended. Reactivate at http://kotak-cardsecure.com or call 1800-999-4321."
"fraud","Phishing","Urgent! Your SBI account is at risk. Verify now at http://sbi-securelogin.com to avoid suspension. Act fast!"
"normal","Delivery Update","Hi, your delivery is on the move. Should arrive by 3 PM today in Hyderabad."
"fraud","Emotional Manipulation","Didi, I lost everything in a flood. Need Rs. 3,000 for food and shelter. Help me at http://disaster-aidindia.com. Please don’t ignore!"
"normal","Entertainment","Yo, let’s hit the Navratri garba night in Ahmedabad. You in?"
"fraud","Investment Scams","Emergency! Secure your family’s future with 350% profit! Invest at http://safewealth-bharat.com Today!"
"normal","Social","Hey, are you coming to the Diwali party at Rohan’s place?"
"normal","Sports","Just booked a table tennis slot at the community center. Join me?"
"normal","Education","Reminder: Submit your Hindi lit assignment by tomorrow!"
"normal","Family","Mom, can you remind me where you kept the Diwali lights? I can’t find them."
"normal","Education","Got the timetable for internals? Pls send if you have it."
"fraud","Emotional Manipulation","Aunty, my child is sick and I need Rs. 9,000 for treatment. Save us, pay at http://childcare-helpindia.com. Time is running out!"
"fraud","Impersonation","Hey, it’s Priya, your manager. Need ₹5,000 urgently for a client gift. Send via UPI or call 98765-43210."
"fraud","Financial Fraud","ALERT: Suspicious transaction on your HDFC card! Secure it at http://hdfc-verifysecure.com immediately!"
"normal","Delivery Update","Hi, your package is on its way. Should be with you by Wednesday in Delhi."
"fraud","Identity Theft","Emergency! Your PAN card details are compromised. Confirm at http://pan-securecheck.in urgently!"
"fraud","Fake Delivery Scam","Emergency: India Post parcel stuck! Pay ₹50 fee at http://indiapost-paynow.in before it’s sent back!"
"fraud","Fake Delivery Scam","DHL Warning: Shipment on hold! Update info at http://dhl-indiaupdate.com or face cancellation!"
"normal","Sports","Bro, let’s cheer for Mumbai Indians tonight. Pizza on me!"
"normal","Education","Library fines due this week. Clear them before Diwali break."
"fraud","Job Offer Scam","Dream Job Awaits! ₹1 Lakh/month. Apply before midnight: http://fastcareerpath.net"
"normal","Travel","Hey, booked a houseboat in Kerala. Backwaters trip, you in?"
"normal","Delivery Update","Hey there, your item left the hub. Delivery slated for Friday in Chennai."
"fraud","Tech Support Scam","Emergency! Virus attack on your system. Fix it at http://india-safehub.com or risk everything!"
"normal","Social","Yo, up for some chai at the corner tapri later today?"
"fraud","Subscription Scam","Alert! Amazon Prime renewal failed. Pay now to continue streaming: http://prime-indiapay.net"
"fraud","Subscription Scam","Emergency! Zee5 subscription expired. Renew now or lose access: http://zee5-urgentrenew.co"
"normal","Recreation","Hey, let’s hit the new trampoline park in Andheri this Saturday. You in?"
"fraud","Phishing","Danger! Your Canara Bank account is at risk. Click http://canara-protectnow.com to save your funds today!"
"fraud","Emotional Manipulation","Sister, I’ve been cheated and lost everything. Need Rs. 5,500 urgently. Help at http://trustaid-india.com. I’m heartbroken!"
"normal","Social","Hi, are you free for a quick call? Miss our gupshup sessions."
"normal","Family","Mom, I’m running late from tuitions. Will be home by 8 PM."
"normal","Travel","Hey, flight to Mumbai is delayed by an hour. Will update you soon."
"normal","Sports","Yo, let’s catch the IPL match at my place tonight. Bring some chai!"
"normal","Family","Hey Mom, can you make some extra aloo paratha for dinner? I’m craving it!"
"normal","Education","Can we meet at the canteen to discuss the project? Around 4?"
"normal","Family","Dad, thanks for fixing my bike. It’s running smooth now!"
"fraud","Fake Delivery Scam","UPS Alert: Delivery issue! Confirm details at http://ups-indiaverify.com or lose your shipment!"
"fraud","Fake Delivery Scam","Amazon Alert: Delivery failed! Pay ₹99 fee at http://amazon-payrelease.in to secure your package."
"fraud","Investment Scams","Act now! 500% returns on your FD in 3 days! Click: http://superprofit-india.net Limited slots!"
"normal","Social","Hey, saw your Insta story from Goa! Looks amazing. When are we meeting?"
"fraud","Lottery Scam","Congratulations! You’ve won Rs. 5 lakhs in Diwali Lotto! Claim now at http://diwaliprize-claim.in before it expires!"
"normal","Entertainment","Yo, a retro Bollywood night at a club in Pune. Wanna dance to 90s hits?"
"fraud","Investment Scams","Time running out! Get 600% returns this week! Click here: http://instantgain-india.net Don’t delay!"
"fraud","Loan Scam","Time running out! Rs. 5 lakh loan at 1% interest. Visit: http://urgentfunds.indiacredit.net"
"fraud","Tech Support Scam","Danger! Your computer is at risk. Secure it at http://indiatech-shield.com or face data loss!"
"fraud","Financial Fraud","IMPORTANT: ₹2,000 refund pending! Claim it at http://indbank-refundclaim.com before expiry!"
"fraud","Impersonation","GST Notice: Immediate payment required. Settle dues at http://gst-indiapay.com to avoid business suspension."
"fraud","Impersonation","Hi, it’s Ravi from HR. Confirm your salary details for Diwali bonus at http://hr-payroll-india.com. Hurry!"
"fraud","Fake Delivery Scam","Urgent! Your Flipkart parcel is delayed. Update details now at http://flipkart-tracksecure.com or lose it!"
"normal","Service Inquiry","Hey, do you have any weekend slots available for booking?"
"fraud","Job Offer Scam","Work-from-home in Bangalore! ₹35,000/week. Apply ASAP or lose spot: http://bengaluruwork.in"
"fraud","Identity Theft","Danger! Your Aadhaar link is hacked. Update now at http://aadhaar-guardian.in to stay safe!"
"fraud","Lottery Scam","Great news! Rs. 4 lakhs lottery prize is waiting! Click http://indialottery-reward.com now or miss out!"
"fraud","Emotional Manipulation","Bhai, I’m stuck in a legal mess. Need Rs. 7,000 for bail. Please don’t let me down, pay at http://legalhelp-now.in. I’m scared!"
"fraud","Investment Scams","Hurry! 300% profit guaranteed in 72 hours! Secure your spot at http://quickrich-bharat.com Act fast!"
"normal","Social","Just checked your WhatsApp status, so funny! How’s it going?"
"fraud","Fake Delivery Scam","Urgent! Your Myntra delivery is delayed. Verify at http://myntra-securetrack.in or risk return!"
"normal","Service Inquiry","Hey, are there any special offers for first-time customers?"
"normal","Delivery Update","Hi, your parcel is en route. Expect it by tomorrow morning in Kolkata."
"fraud","Investment Scams","Quick! Double your savings in 24 hours with our RBI-approved plan! Visit: http://fastcash-desi.com"
"fraud","Emotional Manipulation","Uncle, I’m stranded in Delhi. Need Rs. 4,000 to get back home. Send urgently via http://travel-safeindia.com. I’m counting on you!"
"fraud","Lottery Scam","Fantastic! Rs. 12 lakhs lottery prize awaits! Claim urgently at http://indianjackpot-secure.com before it’s too late!"
"fraud","Service Fraud","Alert! Your Reliance Jio service is at risk. Pay urgently at http://secure.jiopaynow.co.in to avoid disconnection!"
"fraud","Financial Fraud","Congratulations! You’ve won ₹50,000 in a lottery! Claim now at http://indialuck-draw.com. Hurry!"
"normal","Family","Hey everyone, I’m at the mandi. Any veggies you want me to get?"
"normal","Work Update","Yo, IT upgrade happening tonight. Save your work before leaving!"
"fraud","Lottery Scam","Lucky you! Rs. 10 lakhs lottery prize awaits! Hurry, secure it at http://lottowin-india.net or lose it forever!"
"fraud","Phishing","Emergency! Your PNB account is under threat. Verify identity at http://pnb-securecheck.com or lose access!"
"normal","Education","Group study for Physics at Rohan’s house at 5 PM. Coming?"
"normal","Service Inquiry","Hi, do you offer any student discounts on your plans?"
"normal","Work Update","Hey, can you send the Bangalore site report by evening? Thanks!"
"normal","Work Update","Hi, client call at 2 PM today. Be ready with the Mumbai project updates!"
"normal","Work Update","Hey, project deadline is tomorrow. Let’s wrap up the final edits today, ok?"
"fraud","Subscription Scam","Netflix alert! Payment issue detected. Secure your account: http://netflix-indiaverify.net"
"fraud","Service Fraud","Danger! Your mobile number will be blocked in 2 hours. Verify at http://safe.numberverify-india.com to prevent this!"
"normal","Delivery Update","Yo, your delivery is out today! Watch for it by noon in Bangalore."
"normal","Recreation","Let’s check out the new gaming arcade in Phoenix Mall. Up for a challenge?"
"fraud","Service Fraud","Immediate Action! Your internet plan is suspended. Restore it at http://fix.netpaysecure.in before losing access!"
"fraud","Impersonation","Hey, it’s Neha from office. I’m stuck in an emergency. Send ₹2,000 via Paytm. Call 91234-56789 if needed."
"normal","Travel","Reminder: Bring sunscreen for our Rajasthan desert safari this weekend."
"normal","Entertainment","Hey, there’s a street food fest in Bandra this weekend. Wanna grab some vada pav?"
"normal","Travel","Landed in Kolkata. Durga Puja vibes are unreal! Let’s meet tomorrow."
"fraud","Emotional Manipulation","Dad, I’ve been robbed! Need Rs. 5,000 to survive. Please send to http://emergencyfund-india.com. Don’t let me suffer!"
"normal","Education","Hey, don’t forget the seminar on Indian History at 2 PM in Audi 1!"
"fraud","Impersonation","Urgent Income Tax Notice: Refund of ₹50,000 pending. Verify now at http://incometax-refundindia.com or face penalty!"
"fraud","Loan Scam","Don’t miss! Rs. 7 lakh loan with zero paperwork. Click: http://loanexpress.bharatfin.in"
"fraud","Loan Scam","Alert! Rs. 9 lakh loan ready. Limited slots! Click fast: http://cashnow.loanbharat.com or call 9876543210."
"normal","Entertainment","Hey, the new *KGF* chapter looks epic. Let’s watch it opening day!"
"fraud","Impersonation","Aadhaar Alert: Your card is blocked. Reactivate now at http://aadhaar-verifyindia.com or face fines."
"fraud","Lottery Scam","Unbelievable! You’ve won Rs. 3 lakhs in our Republic Day Draw! Click http://republiclottery.co.in to claim now!"
"fraud","Impersonation","SBI Alert: Your account is at risk. Secure it immediately at http://sbi-safeaccess.in or call 1800-123-4567."
"fraud","Identity Theft","Urgent! Identity breach on your account. Confirm details at http://id-shieldindia.com or risk fraud!"
"normal","Service Inquiry","Hey, can I reschedule my appointment for next week?"
"fraud","Investment Scams","Urgent! Earn 500% returns in just 48 hours! Invest now at http://indiagrowth-wealth.com Don’t miss out!"
"normal","Recreation","There’s a pottery class in Kala Ghoda this Friday. Wanna get creative?"
"fraud","Identity Theft","Emergency! Your identity is stolen. Confirm at http://secureid-hub.in or face legal action!"
"fraud","Identity Theft","Critical! Your Aadhaar is at risk. Verify now at http://aadhaar-safeportal.co.in to avoid suspension!"
"fraud","Job Offer Scam","Earn ₹20,000/week from home! Urgent hiring for Indians. Apply: http://desijobsecure.com"
"normal","Service Inquiry","Hey, what’s the process to cancel a subscription?"
"normal","Travel","Reminder: Don’t forget your jacket for our Shimla trip. It’s chilly!"
"normal","Service Inquiry","Hi, what are your working hours during Navratri?"
"normal","Delivery Update","Hey, your item is on the way. Expect it by tomorrow night in Surat."
"fraud","Tech Support Scam","Warning! System breach detected. Call 1-866-333-4567 to avoid permanent damage to your device!"
"fraud","Financial Fraud","URGENT: Your SBI account is at risk! Verify now at http://sbi-safeaccess.com or lose access to funds!"
"fraud","Tech Support Scam","Urgent! Hackers targeting your device. Call 1800-444-9876 to stop them before it’s too late!"
"fraud","Service Fraud","Urgent! Your Idea plan is expiring today. Renew at http://protect.ideapaysecure.com to avoid losing network!"
"normal","Social","Hey, wanna grab some vada pav after college today?"
"normal","Sports","Got passes for the Pro Kabaddi League game. You coming or what?"
"normal","Entertainment","Holi party at my place tomorrow! Bring colors and let’s have a blast!"
"fraud","Subscription Scam","Critical! Hotstar account suspended. Reactivate now: http://hotstar-indiareactivate.co"
"normal","Sports","Hey, got extra tickets for the ISL match in Kolkata. You in?"
"fraud","Tech Support Scam","Alert! Your phone is infected. Visit http://techsecure-bharat.com now to protect your data!"
"fraud","Lottery Scam","Amazing! Rs. 7 lakhs lottery win is yours! Hurry, visit http://luckydraw-india.org to claim before reassignment!"
"fraud","Job Offer Scam","Job Scam Alert! ₹10,000/day from home. Urgent slots closing soon: http://instantcashjob.club"
"fraud","Investment Scams","Exclusive offer! Double your money in 1 day with our BSE insider tip! Click: http://fastmoney-india.net"
"normal","Entertainment","Dude, IPL tickets for Mumbai Indians are out. Should we book for next match?"
"fraud","Tech Support Scam","Critical Alert! Your device is vulnerable. Call 1800-222-7890 now to secure your files!"
"normal","Education","Exam hall tickets out on college portal. Download yours ASAP!"
"fraud","Phishing","Warning! Your Axis Bank account needs urgent verification. Click http://axis-verifyportal.com to prevent closure."
"normal","Delivery Update","Yo, your order is out for delivery. Keep an eye out this afternoon in Jaipur."
"fraud","Financial Fraud","WARNING: Your ICICI account is locked! Unlock it at http://icici-unlocknow.com before it’s too late!"
"normal","Work Update","Hey, client meeting rescheduled to Monday. I’ll share the Zoom link soon."
"normal","Social","Just saw your tweet about the new movie. Worth watching? Tell me!"
"fraud","Loan Scam","Instant Rs. 4 lakh loan waiting! Don’t delay, secure it now at: http://speedfund.indialoans.in"
"normal","Entertainment","There’s a Diwali mela near CP. Wanna shop for diyas and sweets?"
"fraud","Identity Theft","Warning! Aadhaar misuse detected. Act now at http://aadhaar-verifynow.in to avoid penalty!"
"fraud","Loan Scam","Critical! Rs. 2 lakh emergency loan approved. Act today! Visit: http://fastcash.indiaquick.co"
"fraud","Loan Scam","Emergency! Rs. 3 lakh loan approved for you. Act now! Visit: http://quickcash.lendsecure.co.in"
"fraud","Fake Delivery Scam","Warning! Your Amazon package is on hold. Update at http://amazon-indiasecure.com to release it!"
"fraud","Impersonation","ICICI Bank: Suspicious activity detected. Verify identity at http://icici-securelogin.in or lose access!"
"fraud","Identity Theft","Help! Your personal data is exposed. Secure it at http://data-safeguard.in before deactivation!"
"fraud","Financial Fraud","EMERGENCY: Fraud detected on your Axis Bank account! Verify at http://axis-protectonline.com now!"
"fraud","Loan Scam","Last warning! Rs. 8 lakh loan offer ends today. No fees! Click: http://easyloan.bharatcash.org"
"fraud","Emotional Manipulation","Hey, it’s me. I’m in a terrible accident and need Rs. 10,000 for hospital fees. Save me, transfer now at http://urgentcare-india.com. Hurry!"
"fraud","Financial Fraud","ALERT: Your PNB account needs urgent verification! Click http://pnb-securecheck.com to avoid suspension!"
"fraud","Loan Scam","Urgent loan! Rs. 3.5 lakh ready for you. Don’t lose it! Visit: http://cashflow.indiamoney.in"
"fraud","Job Offer Scam","High-Paying Job! ₹60,000/month. No interview needed. Click now: http://quickjobentry.xyz"
"fraud","Lottery Scam","Big win! Rs. 6 lakhs is yours from Mumbai Mega Lotto! Act fast at http://mumbailotto-win.com before it’s gone!"
"normal","Recreation","Planning a kite-flying day at Juhu Beach tomorrow. Wanna join?"
"fraud","Financial Fraud","Win a free iPhone in our Diwali contest! Register at http://diwali-giftwin.com. Limited slots!"
"fraud","Tech Support Scam","Alert! Your device is compromised. Secure it now at http://techfix-india.com or lose all data! Hurry!"
"normal","Recreation","Thinking of a movie marathon at my place. Popcorn and Bollywood flicks. You coming?"
"fraud","Impersonation","Tax Dept Warning: Pay ₹10,000 dues now at http://taxpay-indiaresolve.com to avoid legal action in Delhi."
"normal","Recreation","Hey, let’s play badminton at the local court tonight. Bring your A-game!"
"fraud","Fake Delivery Scam","Alert! Your Ajio order is at risk. Update now at http://ajio-deliveryfix.com to save it!"
"fraud","Job Offer Scam","Immediate Hiring! Earn ₹25,000/week from Delhi. No experience? No problem! Click: http://delhijobnow.org"
"fraud","Tech Support Scam","Critical! Malware on your system. Call 1-800-999-8765 now to save your personal files!"
"fraud","Job Offer Scam","Work-from-home in Mumbai! ₹30,000/week guaranteed. Hurry, slots limited: http://quickhiremumbai.in"
"normal","Work Update","Reminder, office potluck tomorrow. Bring your famous biryani, please!"
"fraud","Identity Theft","Warning! Identity theft detected. Secure your account at http://id-protectnow.in or lose access!"
"normal","Entertainment","Have you seen the latest episode of *Mirzapur*? Too intense, man!"
"normal","Travel","Thinking of a road trip to Leh-Ladakh. You up for the epic ride?"
"normal","Family","Hey Aunty, can I come over for your famous rajma chawal this weekend?"
"normal","Recreation","Hey, joining a trekking group to Lonavala this weekend. Wanna tag along?"
"fraud","Emotional Manipulation","Hey, it’s your friend. I’m in deep debt and need Rs. 8,000 to avoid jail. Help at http://debtfree-urgent.in. I’m begging you!"
"normal","Travel","Just checked into a hotel in Jaipur. Pink City is stunning, come soon!"
"fraud","Phishing","Alert! Your Indian Bank login is compromised. Secure it at http://indianbank-safety.com before access is blocked."
"fraud","Loan Scam","Final chance! Rs. 6 lakh loan offer. No hidden charges. Click: http://secureloan.bharatlend.org"
"normal","Work Update","Yo, got the Diwali bonus details. Check your email for the breakdown."
"normal","Delivery Update","Just a heads up, your order is coming. Look for it by evening in Pune."
"fraud","Investment Scams","Don’t miss! Earn 400% profit with our Sensex secret! Invest at http://richbharat-zone.com Hurry!"
"normal","Sports","Wanna hit the gym for a cricket practice sesh this evening?"
"normal","Service Inquiry","Hi, is there a waiting list for your services in Mumbai?"
"fraud","Lottery Scam","You’ve hit the jackpot! Rs. 8 lakhs from Kerala Lotto! Secure it at http://keralaprize-claim.net before time runs out!"
