Label,Type,Text
fraud,Job Offer Scam,URGENT! Earn $400/day from home. No skills needed. Last chance to apply! Click now: http://quickhire.workfast.org or call 1-800-555-0123. Hurry!
fraud,Lottery Scam,Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it expires: http://claim.lottery-rewards.net or call 9876543210. Hurry!
fraud,Financial Fraud,URGENT: Your bank account is at risk! Verify your details now at http://secure.sbi-check.com or call 1-800-555-0123 to avoid suspension. Act fast!
normal,Entertainment,"Hey, have you seen the trailer for that new action movie? Looks epic! Wanna catch it this weekend?"
fraud,Phishing,Urgent! [Bank of Trust]: Unusual activity detected on your account. Secure it now at http://verify.bankoftrust-safe.com or call 1-800-555-0123. Act fast!
fraud,Financial Fraud,URGENT: Your bank account is at risk! Verify now to avoid suspension at http://secure.bankalert-india.com or call 1800-555-0123 immediately!
fraud,Investment Scams,Urgent! Double your investment in 48 hrs! Claim now at http://fastinvest-gainz.com or call 1-800-555-0123. Don’t miss out—act fast!
fraud,Fake Delivery Scam,Urgent: Your package delivery failed due to an unpaid fee. Pay $3.99 now to avoid cancellation: http://verify.postal-delivery.org or call 1800-555-0123!
fraud,Service Fraud,Urgent! Your bank account is at risk. Secure it now at http://verify.sbi-protection.com or call 1800-123-4567 immediately to avoid suspension!
normal,Social,"Hey, wanna grab lunch tomorrow? Thinking around noon at our usual spot. Let me know!"
fraud,Service Fraud,Urgent: Your bank account is at risk! Verify now to avoid suspension: http://secure.india-bankverify.com or call 1800-123-4567 immediately!
fraud,Impersonation,"Urgent! This is your boss, Mark. I need $1000 in gift cards for a client now. Send codes ASAP or face issues. Verify at http://urgent.teamsecure.org"
fraud,Lottery Scam,Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it expires: http://claim.lotterywinners-india.org or call 9876543210. Hurry!
fraud,Loan Scam,Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Click now to apply: http://fastcash.loan-secure.in or call 9876543210. Don’t miss out!
fraud,Lottery Scam,Congrats! You've won Rs. 5 lakhs in our lottery draw! Claim urgently before it expires: http://claim.lottery-rewards.net or call 1800-555-1234 now!
normal,Delivery Update,Hey! Your package is out for delivery and should reach you by 6 PM today. Thanks for choosing us!
normal,Social,"Hey, you free to chat later? Missed catching up with you!"
fraud,Subscription Scam,Your Hulu subscription is expiring today! Avoid interruption by updating payment at http://hulu-secure-renewal.com or call 1-800-555-0199 now!
fraud,Investment Scams,Urgent! Double your investment in 3 days with our exclusive crypto plan. Click now: http://fastprofit-invest.com or call 1-800-555-0123 to secure your spot!
fraud,Loan Scam,"Urgent! Get loan up to Rs. 10 lakhs today. Low EMI. Don’t miss out! Apply at http://fast.loan-secure.in or call 9876543210 now! Hurry, offer ends soon!"
normal,Sports,"Hey, did u catch the game last night? Insane comeback! Let’s watch the next one together!"
fraud,Tech Support Scam,Urgent! Your device is infected with malware. Call Tech Support now at 1-800-555-0123 or visit http://fixmyphone-tech.com to secure it before data loss!
fraud,Subscription Scam,Urgent! Your Netflix subscription payment failed. Update now to avoid cancellation: http://netflix-paymentfix.com or call 1-800-555-0123 immediately!
fraud,Financial Fraud,URGENT: Your account is at risk! Secure it now at http://verify.sbi-protect.com or call 1-800-555-0123 immediately to avoid suspension. Act fast!
fraud,Impersonation,"Hi, this is your boss, Mark. Urgent: Need $300 in gift cards for a client. Buy now and send codes. Confirm at http://secure.teamverify.org ASAP!"
normal,Recreation,"Hey, wanna join me for a bike ride this Sunday? Found a cool route nearby! Let me know."
fraud,Emotional Manipulation,"Grandma, it’s me. I’m in trouble after a crash. Need $800 for hospital bills urgently. Please send to http://helpfamily.carefund.org. Hurry!"
fraud,Service Fraud,Urgent! Your phone service is at risk of suspension. Verify now to avoid disconnection: http://verify.service-mobile.net or call 1-800-555-0123!
fraud,Lottery Scam,"Congrats! You've won Rs. 5 lakhs in our lottery! Claim now at http://claim.lottery-prize.org or call 1800-123-4567. Hurry, offer expires today!"
fraud,Fake Delivery Scam,Urgent: Your FedEx parcel is on hold due to a missing fee. Pay $3.50 now to release it at http://fedex-securepay.org or call 1-800-555-1234. Act fast!
fraud,Investment Scams,Urgent! Secure your $50K investment bonus now! Limited slots. Click http://fastinvest-profits.com or call 1800-555-0123 to claim before it’s gone!
normal,Education,"Hey, just a reminder that the project deadline is tomorrow. Make sure to submit on time!"
fraud,Tech Support Scam,Urgent! Your device is infected with a virus. Call Tech Support now at 1-800-555-0123 or click http://fixmydevice-tech.com to secure it! Hurry!
fraud,Emotional Manipulation,"Hey Mom, it’s urgent! I’m in trouble and need $800 for emergency surgery. Please send it now via http://quickhelp.family-aid.net. I’m scared!"
fraud,Financial Fraud,URGENT: Your account is at risk! Verify now to avoid suspension at http://secure.banksafe-check.com or call 1-800-555-0123 immediately!
fraud,Tech Support Scam,Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0199 or click http://fixmydevice-tech.com to secure it before it's too late!
fraud,Subscription Scam,Urgent! Your Netflix subscription will expire today. Avoid cancellation by updating payment at http://verify.netflix-renewal.org or call 1-800-555-0123 now!
normal,Travel,"Hey, just booked our tickets to Bali for next week! Super excited. Let me know if you wanna plan anything."
fraud,Identity Theft,Urgent! Your bank account is at risk. Verify your identity now at http://secure.bank-protect.in or call 1800-555-0123. Don’t lose your savings!
fraud,Loan Scam,Urgent! Get a loan of Rs. 10 lakhs instantly. Low interest! Click now: http://fast.loan-secure-approval.co or call 9876543210. Don't miss out!
normal,Service Inquiry,"Hey, just checking if you’ve got any weekend appointments available. Let me know when I can book! Thanks!"
fraud,Subscription Scam,Urgent: Your Spotify subscription payment failed. Update now to avoid cancellation: http://secure.spotify-update.com or call 1-800-555-0123!
fraud,Financial Fraud,Urgent! Your account shows a suspicious $750 charge. Verify now to secure your funds: http://secure.bankalert-check.com or call 1-800-555-0123. Hurry!
fraud,Identity Theft,Urgent! Your bank account is at risk. Verify your identity now at http://secure.india-bankverify.com or call 1800-123-4567. Act fast to avoid suspension!
fraud,Impersonation,"Hi, it’s your manager, John. Urgent: Need you to buy $300 in gift cards for a client now. Send codes to me ASAP. Verify at http://secure.teamverify.org"
fraud,Tech Support Scam,Urgent! Your device is at risk of a virus. Secure it now at http://techsafe-protect.com or call 1-800-555-0199 immediately before it’s too late!
normal,Work Update,"Hey team, just a heads-up, the client call is set for 2 pm tomorrow. Be ready!"
fraud,Service Fraud,Urgent: Your bank account is at risk! Verify now to avoid suspension: http://secure.bankalert-india.com or call 1800-555-1234 immediately!
fraud,Job Offer Scam,"URGENT! Work-from-home job, $600/day. No exp needed. Limited spots! Apply NOW at http://quickhire.workfast.org or call 1-800-555-0123. Hurry!"
fraud,Tech Support Scam,Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0123 or click http://fixmytech-secure.com to protect it! Act fast!
normal,Family,"Hey Mom, just checking in. Can you grab some bread on your way home? Thanks! Love ya!"
fraud,Impersonation,"Hi, it’s John from HR. Urgent: Verify your payroll details now to avoid issues. Click http://secure.payroll-check.org or call 1-800-555-0123 ASAP!"
normal,Work Update,"Hey, just a heads-up, our team meeting is rescheduled to 3 PM today. See you there!"
fraud,Investment Scams,"Urgent! Invest now and triple your returns in 24 hrs! Don’t miss out, click http://fastprofit-invest.com or call 1-800-555-0123 to secure your spot!"
normal,Sports,"Hey, wanna catch the football match tonight? Should be a great game!"
fraud,Tech Support Scam,Urgent: Your device is at risk! Virus detected. Call Tech Support now at 1-800-555-0199 or visit http://fixmyphone-tech.com to secure it immediately!
normal,Recreation,"Hey, wanna join me for a quick bike ride this evening? There’s a cool route near the lake!"
fraud,Lottery Scam,Congrats! You've won Rs. 5 lakhs in our Grand Lottery! Claim now before it expires: http://win.lottery-prize.org or call 9876543210. Hurry!
fraud,Financial Fraud,URGENT: Your bank account is at risk! Verify your identity now at http://secure.bank-protect.net or call 1-800-555-0123 immediately to avoid suspension.
fraud,Phishing,Urgent! Your bank account is at risk due to suspicious activity. Secure it now at http://verify.sbi-safeaccess.com or call 1800-555-1234 immediately!
fraud,Lottery Scam,Congrats! You've won Rs. 5 lakhs in our Mega Lottery! Claim now before it’s gone: http://claim.lotterywinz.org or call 9876543210. Hurry!
normal,Sports,"Hey, did you catch the football match? What an epic goal in the last minute!"
fraud,Subscription Scam,Urgent! Your Amazon Prime subscription will expire today. Renew now for $12.99 or lose access: http://renew.prime-membership.org Avoid cancellation!
fraud,Investment Scams,Urgent! Double your investment in 24 hrs! Claim now at http://fastwealth-grow.com or call 1800-555-0123. Don’t miss out—act fast!
fraud,Phishing,Urgent: Suspicious activity on your HDFC account! Secure now at http://hdfc-secure-login.net or call 1800-123-4567 to avoid suspension. Act fast!
fraud,Subscription Scam,Your Disney+ subscription is expiring today! Renew now to avoid losing access: http://disneyplus-renewal.org or call 1-800-555-0123 urgently!
fraud,Job Offer Scam,URGENT! Earn $800/day from home. No skills needed! Limited spots. Apply now: http://fastjob.hirequickly.org or call 1-800-555-0123. Hurry!
normal,Family,"Hey fam, let’s plan a movie night this Friday. What do you think?"
normal,Entertainment,"Hey, have you seen the trailer for the new action movie? Looks epic! Wanna watch it together this weekend?"
fraud,Phishing,Urgent! Suspicious activity detected on your account. Secure it now at http://safe.bank-protect.net or call 1-800-555-0123. Act fast!
fraud,Identity Theft,Urgent! Your identity is at risk. Verify your details now at http://secure.id-protect-india.com or call 1800-555-0123 to avoid account suspension!
fraud,Loan Scam,"Urgent! Get loan of Rs. 10 lakhs today. Low EMI! Don’t miss out. Click now: http://fastcash.loan-approve.in or call 9876543210. Hurry, offer ends soon!"
normal,Travel,"Hey, just packed for our beach trip! Can’t wait to relax in Goa next week. Let me know if u need help with anything!"
fraud,Phishing,Urgent: Unusual activity on your HDFC account. Verify now to avoid suspension: http://secure.hdfc-check.in or call 1800-123-4567. Act fast!
fraud,Emotional Manipulation,"Grandma, it’s me. I’m in trouble after a car crash. Need $800 urgently for medical bills. Please send to http://helpfamily-aid.com now! Hurry!"
fraud,Loan Scam,Urgent! Get a loan of Rs. 10 lakhs instantly. Limited offer! Click now to approve: http://fast.loan-secure.indiaoffer.com or call 9876543210. Hurry!
fraud,Financial Fraud,URGENT: Your account has a suspicious charge of $300. Secure it now at http://verify.sbi-protect.com or call 1-800-555-1234 immediately!
fraud,Financial Fraud,URGENT: Your bank account is at risk! Verify your details now to avoid suspension. Click: http://secure.bank-safeverify.com or call 1-800-555-0123. Act fast!
normal,Sports,"Hey, u watching the game tonight? Should be an epic match!"
fraud,Emotional Manipulation,"Hey Mom, it’s urgent! I’m in trouble and need $800 for emergency surgery. Please send it now via http://helpfamilycare.org or call 1-800-555-0123!"
fraud,Subscription Scam,Urgent! Your Disney+ subscription payment failed. Update now to avoid cancellation: http://verify.disneyplus-update.com or call 1-800-555-0123. Hurry!
normal,Travel,"Hey, just confirmed our tickets to Bali for next week! Super excited. Let me know if you need any details."
fraud,Tech Support Scam,Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0192 or click http://fixmydevice-tech.com to secure it immediately!
fraud,Investment Scams,Urgent! Double your investment in 3 days with our exclusive crypto fund. Act now: http://invest.quickgainz.net or call 1-800-555-0123. Don’t miss out!
fraud,Emotional Manipulation,"Hi, it’s your nephew. I’m in a crisis and need Rs. 10,000 for an emergency. Please send it now via http://urgent.family-help.in or call 9876543210. Hurry!"
normal,Social,"Hey, saw your latest pic on Insta, looks amazing! Wanna grab lunch tomorrow?"
fraud,Subscription Scam,Your Amazon Prime subscription is expiring today! Renew now for $12.99 to avoid losing benefits: http://renew.prime-secure.org Urgent! Act fast!
fraud,Fake Delivery Scam,USPS Alert: Your package delivery failed due to an address error. Update now to avoid cancellation: http://usps-securefix.com/update or call 1-800-555-0123!
fraud,Fake Delivery Scam,Urgent: Your package is delayed due to unpaid fees. Pay $3.99 now to avoid cancellation: http://secure.post-trackify.com/pay or call 1-800-555-0123!
fraud,Service Fraud,Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.bankalerts-india.com or call 1800-123-4567 immediately!
normal,Education,"Hey, the library is hosting a free study session this Friday. Join if you can!"
fraud,Phishing,Urgent: Unusual activity on your HDFC account. Verify now to secure it at http://hdfc-secureverify.com or call 1800-123-4567. Act fast!
fraud,Job Offer Scam,URGENT JOB ALERT! Earn $800/day from home. No skills needed. Apply now or miss out: http://quickhire.workfromhome247.org Call 1-800-555-1234!
normal,Family,"Hey fam, movie night at my place this Friday. Be there by 8!"
fraud,Impersonation,Urgent: This is your Bank. Your account is at risk! Secure it now at http://verify.sbi-protect.com or call 1800-555-1234. Act fast to avoid loss!
fraud,Identity Theft,Urgent! Your identity is at risk. Verify your details now at http://secure.id-protect247.com or call 1800-555-0123 immediately to avoid account suspension!
fraud,Impersonation,"Hi, this is John from HR. Urgent: Verify your payroll details to avoid payment delay at http://secure.payroll-check.org or call 1-800-555-1234 now!"
fraud,Phishing,Urgent: SBI Bank detected suspicious activity on your account. Secure it now at http://secure.sbi-verify.com or call 1800-555-1234 immediately!
fraud,Loan Scam,Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Click now: http://fast.loan-approval.indiafin.com or call 9876543210. Don’t miss out!
normal,Social,"Hey, saw your latest pic on Insta. Looks amazing! Let’s grab a quick coffee this week. You free?"
fraud,Job Offer Scam,URGENT! Earn $400/day from home. No experience needed. Apply now before slots fill up: http://quickhire.workfast.org Call 1-800-555-1234!
fraud,Investment Scams,Urgent! Double your investment in 48 hrs with our exclusive crypto plan. Click now: http://fastwealth-crypto.org or call 1-800-555-0123! Hurry!
fraud,Investment Scams,Urgent! Invest now & triple your money in 48 hrs! Limited slots. Click http://fastprofit-invest.com or call 1-800-555-0123 to secure your spot!
fraud,Identity Theft,Urgent! Your identity is at risk. Verify your details now to prevent account suspension: http://secure.id-protect247.com or call 1800-555-0123. Act fast!
fraud,Phishing,Urgent: Unusual activity detected on your SBI account. Secure it now at http://secure.sbi-verify.in or call 1800-123-4567. Act fast!
fraud,Job Offer Scam,URGENT! Earn $400/day with our remote job offer. No exp needed. Apply now or miss out: http://quickhire.workfromhome247.org Call 1-800-555-0123!
normal,Entertainment,"Hey, the new superhero flick is out tomorrow! Wanna catch it this weekend?"
fraud,Job Offer Scam,URGENT JOB OFFER! Earn $400/day from home. No skills needed. Apply immediately at http://fastcareers-online.com or call 1-800-555-0123 now!
fraud,Identity Theft,Urgent! Your identity is at risk. Verify your details now to avoid account suspension: http://secure.id-protect247.in or call 1800-555-1234 immediately!
fraud,Subscription Scam,Your Disney+ subscription is expiring today! Renew now for $9.99 or lose access. Click: http://verify.disneyplus-renewal.com Urgent!
fraud,Financial Fraud,Urgent! Your account is at risk. Secure it now at http://secure.bank-alerts.com or call 1800-555-0123 immediately to avoid suspension!
normal,Service Inquiry,"Hey, just checking if you provide home delivery for orders? Let me know! Thanks!"
fraud,Identity Theft,Urgent! Your identity is at risk. Verify your details now at http://secure.id-protect.in or call 1800-555-1234. Act fast to avoid account suspension!
fraud,Emotional Manipulation,"Grandma, it’s me. I’m in trouble after a crash. Please send $800 urgently for hospital bills at http://helpnow.emergency-aid.net. Hurry!"
normal,Work Update,"Hey team, just a heads-up—our next meeting is tomorrow at 10 AM. See you there!"
normal,Sports,"Hey, are u free to watch the football match tonight? Should be an epic clash!"
fraud,Loan Scam,Urgent! Get a loan of Rs. 10 lakhs instantly. Limited offer! Click now: http://fast.loan-secure.in or call 9876543210. Don’t miss out!
normal,Recreation,"Hey, wanna join me for a quick bike ride this evening? There's a cool route by the lake!"
fraud,Investment Scams,"Urgent! Double your investment in 24hrs! Claim now at http://fastprofit-invest.com or call 1-800-555-0123. Don’t miss out, act fast!"
normal,Family,"Hey, let’s meet up for coffee this weekend. Miss you guys!"
fraud,Lottery Scam,"Congrats! You've won Rs. 5 lakhs in our lottery! Claim now at http://win.lottery-rewardz.org or call 9876543210. Hurry, offer expires soon!"
fraud,Loan Scam,"Urgent! Get a loan of Rs. 10 lakhs instantly. Limited offer! Click now: http://fastloan.sbi-secureapply.org or call 9876543210. Hurry, don’t miss out!"
fraud,Fake Delivery Scam,FedEx: Urgent! Your package delivery failed due to unpaid fees. Pay $3.50 now to avoid cancellation: http://verify.fedex-shipping.org or call 1800-555-1234
fraud,Job Offer Scam,URGENT! Dream job awaits! Earn $400/day from home. No skills needed. Apply now: http://quickhire.jobsfast.org or call 1-800-555-0123. Hurry!
fraud,Subscription Scam,Your Hulu subscription payment failed. Update now to avoid cancellation: http://update.hulu-securepay.org or call 1-800-555-0123 urgently!
normal,Family,"Hey, just checking in! Hope you’re doing okay. Let me know if you need anything. Love you!"
fraud,Lottery Scam,Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it expires: http://claim.lottery-rewards.org or call 9876543210. Hurry!
fraud,Loan Scam,Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Click now to approve: http://fast.loansecure-approve.in or call 9876543210. Hurry!
fraud,Job Offer Scam,URGENT! Get hired today & earn $800/day from home. No skills needed. Call 1-800-555-0123 or apply at http://quickhire.jobsfast.org now!
fraud,Emotional Manipulation,"Hey Mom, it’s me. I’m in big trouble and need $800 for an emergency. Please send it now via http://urgenthelp-family.com. I’m scared, help!"
normal,Social,"Hey, saw your story on Insta, looks fun! Wanna grab lunch tomorrow and chat?"
fraud,Investment Scams,Urgent! Double your investment in 3 days with our exclusive fund. Limited spots! Click now: http://invest.quickgainz.net or call 1-800-555-0123!
fraud,Impersonation,"Hi, it’s John from HR. Urgent: Update your payroll details to avoid payment delay. Click now: http://secure.payroll-update.org or call 1-800-555-0123."
normal,Recreation,"Hey, wanna join me for a quick bike ride by the lake tomorrow morning? It’ll be fun!"
fraud,Subscription Scam,Urgent! Your Netflix subscription is expiring today. Renew now for $9.99 to keep watching: http://netflix-renewal-secure.com or call 1-800-555-0123.
normal,Work Update,"Hey, just a heads-up, the weekly update meeting is set for tomorrow at 10 AM. See you there!"
normal,Work Update,"Hey, just a heads-up, the project deadline is now tomorrow at 5 PM. Let me know if you need help!"
normal,Delivery Update,Hey! Your package is on its way and should be with you by tomorrow. Thanks for choosing us!
fraud,Fake Delivery Scam,Urgent: Your package delivery failed due to unpaid fees. Pay $1.99 now to avoid cancellation at http://delivery.posttrack-secure.com/pay or call 1800-555-1234!
normal,Social,"Hey, saw your latest pic on Insta, looks amazing! Let’s hang out soon. How’s Friday at 6 PM for you?"
normal,Entertainment,"Hey, have you seen the trailer for the new action flick? Looks epic! Wanna catch it this weekend?"
normal,Service Inquiry,"Hey, just wondering if you provide home delivery for orders. Can you confirm? Thanks!"
fraud,Investment Scams,Urgent! Double your investment in 24 hrs! Claim now at http://fastprofit-invest.com or call 1800-555-0123. Don’t miss out—act fast!
fraud,Tech Support Scam,Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0199 or visit http://techsafe-fixnow.com to secure it immediately!
fraud,Loan Scam,Urgent! Get a loan of Rs. 10 lakhs today! Limited offer. Click now: http://fastcash.loan-secure.in or call 9876543210. Don’t miss out!
normal,Entertainment,"Hey, the new season of [TV show] just dropped! Wanna binge-watch it this weekend?"
fraud,Lottery Scam,"Congrats! You've won Rs. 5 lakhs in our lottery! Claim NOW at http://claim.lottery-wins.org or call 1800-123-4567. Hurry, offer expires today!"
fraud,Phishing,Urgent: Your HDFC account has suspicious activity! Verify now to secure it at http://hdfc-secure-login.com or call 1800-123-4567 immediately!
fraud,Service Fraud,Urgent! Your phone service is at risk of suspension. Pay now to avoid disconnection: http://verify.mobile-service.in or call 1800-555-1234 immediately!
fraud,Fake Delivery Scam,USPS Alert: Your package delivery failed due to an address error. Update now or it will be returned! Click: http://usps-fixaddress.com Call: 1-800-555-0123
fraud,Financial Fraud,URGENT: Your bank account is at risk! Verify your details now to avoid suspension at http://secure.sbi-check24.com or call 1-800-555-0123 immediately!
normal,Sports,"Hey, did u catch the football game? Epic comeback! Let’s chat about it later."
normal,Family,"Hey fam, let’s catch up over pizza this weekend! Miss you all."
fraud,Tech Support Scam,Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0199 or click http://fixmydevice-tech.com to secure it immediately!
fraud,Fake Delivery Scam,FedEx: Urgent! Your package delivery failed due to unpaid fees. Pay $3.50 now to avoid return: http://fedex-securepay.org or call 1-800-555-0123. Hurry!
fraud,Impersonation,"Hi, it’s your boss, Mark. Urgent: Please transfer $1000 for a client deal now. Click to confirm: http://secure.payment-clientdeal.com. Don’t delay!"
normal,Travel,"Hey, just booked our tickets to Bali for next week. Super excited! Let me know if you need help with anything."
fraud,Subscription Scam,"Urgent! Your Hulu subscription is expiring today. Avoid cancellation, renew now for $8.99 at http://hulu-renewal-secure.com or call 1-800-555-0123. Hurry!"
fraud,Phishing,Urgent: Suspicious activity on your HDFC account. Secure it now at http://verify.hdfc-safe.com or call 1800-123-4567. Act fast to avoid loss!
normal,Family,"Hey fam, I’ll be home for dinner around 6. Save me a plate! Love ya!"
normal,Service Inquiry,"Hi, could you let me know if you provide home delivery for your products? Thanks!"
fraud,Tech Support Scam,Urgent! Your device is at risk of malware. Click http://techsafe-support247.com to secure it now or call 1-800-555-0123 before it's too late!
fraud,Emotional Manipulation,"Hi Mom, I’m in trouble! I had an accident and need $800 for medical bills urgently. Please send it via http://quickpay.emergency-help.org. Hurry!"
fraud,Loan Scam,"Urgent! Get a loan of Rs. 10 lakhs today. Low EMI! Click now to approve: http://fast.loansecure-approve.in or call 9876543210. Hurry, offer ends soon!"
normal,Education,"Hey, reminder that the group project is due on Friday. Let’s meet up tomorrow to finalize it!"
fraud,Phishing,Alert: Unusual activity on your HDFC account. Secure it now at http://hdfc-securelogin.com or call 1800-123-4567. Act fast to avoid suspension!
fraud,Fake Delivery Scam,Urgent: Your package delivery failed due to an address error. Update now at http://delivery.india-expressfix.com or call 9876543210 to avoid return!
fraud,Lottery Scam,Congrats! You've won Rs. 5 lakhs in our Grand Lottery! Claim now before it's gone: http://win.lottery-prize.org or call 9876543210. Hurry!
fraud,Financial Fraud,Urgent! Your account shows a suspicious $750 charge. Verify now to secure it: http://secure.bank-alerts.net or call 1-800-555-0123 immediately!
fraud,Fake Delivery Scam,Urgent! Your package delivery failed due to address error. Update now at http://verify.postal-track.org or call 1-800-555-0123 to avoid return!
normal,Entertainment,"Hey, have u seen the trailer for the new action movie? Looks epic! Let’s watch it this weekend if ur free."
normal,Delivery Update,"Hey, your package from us is out for delivery. Expect it by end of day! Thanks for choosing us."
fraud,Lottery Scam,Congrats! You've won Rs. 5 lakhs in our lottery draw! Claim now before it expires: http://claim.lottery-rewards.org or call 1800-555-1234. Hurry!
normal,Work Update,"Hey, just a heads-up, the team meeting is at 11 AM tomorrow. See you there!"
fraud,Lottery Scam,"Congrats! You've won Rs. 5 lakhs in our Mega Lottery! Claim urgently at http://win.lottery-prize.org or call 9876543210 now! Hurry, offer expires soon!"
fraud,Emotional Manipulation,"Hi Mom, it’s me. I’m in trouble and need $800 urgently for an emergency. Please send it now via http://quickhelp.family-aid.net. Hurry, I’m scared!"
fraud,Investment Scams,Urgent! Double your investment in 3 days with our exclusive crypto plan. Call 987-654-3210 or visit http://fastwealth-crypto.net now! Don't miss out!
normal,Family,"Hey fam, let’s catch up this weekend for a movie night! Miss you all."
fraud,Emotional Manipulation,"Hi, it's your nephew. I'm in a crisis and need Rs. 10,000 for emergency surgery. Please send it now via http://helpfamily.instantpay.org. Urgent!"
fraud,Fake Delivery Scam,Urgent! Your package delivery failed due to an address error. Update now to avoid return: http://fix.delivery-track247.com or call 1800-555-0123!
normal,Social,"Hey, saw your latest pic on Insta, looks amazing! Let’s grab a quick coffee soon. Free this week?"
normal,Recreation,"Hey, wanna join me for a bike ride this Sunday? Got a cool route in mind!"
normal,Education,"Hey, don’t forget the project deadline is this Friday. Let’s meet up to finalize everything!"
normal,Sports,"Hey, did u catch the match last night? Epic comeback! Let’s talk about it over coffee."
fraud,Job Offer Scam,URGENT! Dream job awaits! Earn $800/day from home. No skills needed. Call 1-800-555-1234 or apply at http://quickhire.jobsfast.org now! Hurry!
fraud,Lottery Scam,Congrats! You've won Rs. 5 lakhs in our lottery draw! Claim now before it expires: http://win.lottery-rewards.org or call 9876543210. Hurry!
fraud,Impersonation,"Hi, it’s your boss, Mark. Urgent: I need $300 in gift cards for a client now. Send codes ASAP or we lose the deal. Verify at http://secure.office-tasks.com"
fraud,Fake Delivery Scam,USPS Alert: Your package delivery failed due to address error. Update now to avoid return: http://usps-securefix.com/update or call 1-800-555-0123 ASAP!
fraud,Tech Support Scam,Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0192 or visit http://techsafe-repair.com to secure it immediately!
fraud,Fake Delivery Scam,Urgent! Your package is held due to an unpaid fee. Pay $1.99 now to avoid return: http://delivery.postal-check.org/pay or call 1-800-555-0123. Hurry!
fraud,Identity Theft,Urgent! Your identity is at risk. Verify your details now at http://secure.id-protect247.com or call 1800-555-0123. Act fast to avoid account suspension!
normal,Social,"Hey, saw your story on Insta, looks fun! Wanna grab lunch tomorrow?"
fraud,Impersonation,"Hi, it’s John from HR. Urgent: Verify your payroll details to avoid payment delay at http://secure.payroll-check.org or call 1-800-555-0123 now!"
fraud,Lottery Scam,Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it's gone: http://win.lottery-rewards.org or call 9876543210. Hurry!
fraud,Tech Support Scam,Urgent! Your device is at risk of a virus. Secure it now at http://techsafe-guard.com or call 1-800-555-0123 immediately to avoid data loss!
fraud,Investment Scams,Urgent! Invest now & triple your money in 7 days! Limited spots. Click http://fastprofit-invest.com or call 1-800-555-0123 to secure your future! Hurry!
normal,Social,"Yo, wanna grab lunch tomorrow? Thinking around noon if you’re free!"
normal,Family,"Hey fam, let’s plan a movie night this Friday. What do u think?"
fraud,Identity Theft,Urgent! Your bank account is at risk. Verify your identity now at http://secure.bankid-check.com or call 1800-555-1234. Act fast to avoid suspension!
normal,Sports,"Hey, did you catch the game last night? That final goal was insane!"
fraud,Emotional Manipulation,"Hi Mom, I’m in trouble after a car crash. Need Rs. 10,000 urgently for hospital bills. Please send to http://helpfamily.instantpay.org now. Hurry!"
normal,Travel,"Hey, just a heads-up, I’ve confirmed our hotel booking for the Bali trip. Can’t wait! Let me know if you’ve got any special requests."
fraud,Tech Support Scam,Urgent: Your device is at risk! Virus detected. Call Tech Support now at 1-800-555-0123 or visit http://fixmytech-secure.net to resolve ASAP!
normal,Recreation,"Hey, wanna join me for a quick bike ride around the lake tomorrow morning? It’ll be fun!"
fraud,Phishing,Urgent! Your SBI account is at risk. Verify now to avoid suspension: http://secure.sbi-verifyonline.com or call 1800-555-1234 immediately!
normal,Service Inquiry,"Hey, do you guys provide home delivery? I’d like to place an order if you do. Thanks!"
fraud,Job Offer Scam,"URGENT JOB OFFER! Earn $800/day from home. No skills needed. Apply now at http://fastcareers-online.net or call 1-800-555-0123. Hurry, spots limited!"
fraud,Tech Support Scam,Urgent: Your device is at risk! Virus detected. Call Tech Support now at 1-800-555-0199 or click http://fixmydevice-tech.com to secure it immediately!
fraud,Investment Scams,Urgent! Invest now & triple your returns in 3 days! Limited spots. Click http://fastwealth-invest.com or call 1800-555-0123 to secure your future!
fraud,Subscription Scam,Urgent! Your Netflix subscription is expiring today. Renew now for $9.99 or lose access. Click: http://renew.netflix-secure.org or call 1-800-555-0123!
fraud,Job Offer Scam,URGENT! Earn $400/day from home. No skills needed. Apply now before slots fill: http://quickhire.workfast.org or call 1-800-555-1234! Hurry!
normal,Recreation,"Hey, wanna join me for a quick bike ride this evening? I found a cool route nearby!"
fraud,Impersonation,"Hi, it’s your boss, Mark. Urgent! Need $300 in gift cards for a client. Buy now and send codes to 555-010-1234 or confirm at http://secure.giftpay.org"
fraud,Identity Theft,Urgent! Your identity is at risk. Verify your details now to avoid account suspension: http://secure.id-protect.in or call 1800-555-0123 immediately!
