"Type","Category","Message"
"fraud","Investment Scams","Threat: Ignore this & lose everything! Invest now for 400% returns. Call: 9123456789"
"fraud","Service Fraud","Serious! Your gas connection subsidy is at risk. Update details at http://gas-indverify.org or lose benefits!"
"normal","Service Inquiry","Hi, is there any discount on AC servicing this month?"
"normal","Travel","Hey, let’s plan a quick getaway to Shimla. Snow and maggi sound perfect!"
"normal","Entertainment","Yo, the latest IPL match was epic! Did you see that last over? Text me your thoughts."
"normal","Delivery Update","Your Flipkart order is on its way. Should be with you in Pune by Friday."
"fraud","Identity Theft","Don’t lose your govt subsidies! Verify Aadhaar urgently at http://aadhaar-checkgov.com or risk account suspension!"
"normal","Education","Heads-up! Physics lab session is on Monday at 9 AM. Be on time!"
"fraud","Tech Support Scam","Warning! Hacker detected on your phone. Secure it at http://techsafe-india.net or lose everything!"
"normal","Recreation","Let’s explore the Elephanta Caves this weekend. Boat ride and history!"
"normal","Education","Reminder: Library fines apply from tomorrow for overdue books. Return ASAP!"
"normal","Social","Missed you at the Ganpati visarjan. Let’s catch up soon, maybe over pav bhaji?"
"normal","Sports","Yo, India vs England Test match today. Wanna bet who scores a century?"
"fraud","Lottery Scam","Time’s running out! Rs. 7 lakh lottery prize awaits. Click http://prizeclaim.luckynow.in to avoid losing it. Act today!"
"fraud","Tech Support Scam","Danger! Suspicious activity on your phone. Visit http://indprotect247.com to secure it before it’s too late!"
"fraud","Investment Scams","Hurry! Invest ₹20,000 in our startup fund & get ₹1 lakh back in 30 days. Click: http://startwealth-chennai.com"
"fraud","Fake Delivery Scam","India Post: Parcel on hold! Verify identity at http://indiapost-secureverify.com or lose your delivery by tomorrow. Hurry!"
"fraud","Loan Scam","Rs. 8 lakh loan approved instantly! Don’t delay, click http://quickcredit.indiafunds.in before it’s too late!"
"fraud","Fake Delivery Scam","Amazon India: Your package is ready but needs ₹199 insurance. Pay now at http://amazon-insureparcel.in to avoid loss!"
"normal","Sports","Hi, wanna join for a local cricket match this Sunday at Shivaji Park?"
"fraud","Subscription Scam","Don’t miss out! Your SonyLIV subscription is ending. Secure it now: http://sonyliv-paysecure.in"
"fraud","Financial Fraud","ATTENTION: Your ITR refund of Rs. 15,000 is pending. Claim it at http://incometax-refundindia.co or call 1800-222-7890 now!"
"normal","Delivery Update","Hey there, your parcel is out for delivery! Expect it by evening in Hyderabad."
"fraud","Lottery Scam","Lucky winner! Rs. 8 lakhs from Kolkata Jackpot awaits you. Secure it at http://kolkataprize.claimnow.in. Don’t let this slip away!"
"fraud","Investment Scams","Double your savings with our secret Nifty trading trick! Act now or lose out: http://niftygainz-india.com"
"fraud","Emotional Manipulation","Mom, I’m hurt in an accident in Jaipur. Need Rs. 8,000 for surgery. Click http://jaipur-traumahelp.in. I’m begging you!"
"fraud","Fake Delivery Scam","DTDC Urgent: Your parcel is stuck at hub. Confirm address at http://dtdc-resolveissue.net or it’s being returned tonight!"
"fraud","Emotional Manipulation","Bhai, I’ve been arrested in Bangalore. False charges! Need Rs. 12,000 for bail. Click http://bangalore-legalhelp.in. Save your brother!"
"fraud","Subscription Scam","Act fast! Your MX Player premium access expires tonight. Renew at http://mxplayer-indiapay.org"
"normal","Delivery Update","Yo, track your package! It’s heading to Ahmedabad and will arrive by noon."
"fraud","Financial Fraud","ALERT: Suspicious activity detected on your ICICI account. Secure it at http://icici-secureverify.net or call 1800-999-4567. Act fast!"
"normal","Social","Hey, let’s grab some chai at the local tapri tomorrow. 4 PM cool with you?"
"fraud","Phishing","ICICI Bank Notice: Your KYC is incomplete. Avoid account suspension, update at http://icici-kycupdate.in now!"
"fraud","Impersonation","This is RBI. Your KYC is incomplete. Update details at http://rbi-kycverify.org or your account will be frozen. Hurry!"
"fraud","Service Fraud","Warning! Your electricity bill is unpaid. Avoid power cut, pay immediately at http://powerbill-india.online!"
"fraud","Impersonation","Dear Sir/Madam, your ICICI NetBanking is blocked. Unblock now at http://icici-securefix.co.in to avoid penalties."
"fraud","Service Fraud","Alert! Your BSNL connection is at risk of suspension. Clear dues at http://bsnl-paysecure.co.in before midnight!"
"normal","Travel","Just got my visa for Dubai. Finally, shopping at Burj Khalifa awaits!"
"normal","Education","Anyone up for a quick revision session for Civics? Let’s meet at 5 PM."
"fraud","Investment Scams","Invest now & secure your family’s future! ₹1 lakh profit in 1 month. Visit: http://safeinvest-pune.com"
"normal","Travel","My flight to Delhi lands at 8 PM. Can you pick me up from IGIA? Thanks!"
"fraud","Financial Fraud","DANGER: Your Canara Bank account will be frozen in 12 hours. Verify identity at http://canara-protect.in to avoid penalties!"
"fraud","Service Fraud","Urgent! Your Airtel DTH will be disconnected today. Recharge now at http://airtel-dthrenew.in to avoid interruption!"
"normal","Sports","Yo, gully cricket today evening near Andheri. You in or what?"
"normal","Education","Reminder: Submit your History project by Friday. No extensions, guys!"
"normal","Entertainment","Just finished watching The Family Man. Manoj Bajpayee is killing it! You seen it?"
"fraud","Investment Scams","Urgent! Invest ₹10,000 in our stock plan & earn ₹50,000 in 7 days. Don’t miss out! Click: http://fastprofit-mumbai.com"
"normal","Service Inquiry","Hey, can you tell me the delivery charges for my area in Delhi?"
"normal","Family","Dad, can you help with my bike? It’s not starting again."
"normal","Work Update","Friendly nudge: Update your timesheet before the weekend. Cheers!"
"fraud","Loan Scam","Critical alert! Rs. 5 lakh loan about to lapse. Secure it at http://fastloan.indiaapprove.in before midnight!"
"fraud","Tech Support Scam","Emergency! Your device is under attack. Dial 1800-444-5555 to stop hackers from stealing your bank details!"
"normal","Delivery Update","Hi, your order is shipped! Delivery slotted for tomorrow morning in Bangalore."
"fraud","Job Offer Scam","Don’t miss! ₹600/day WFH job. Immediate start. Call 9876543210 or visit: http://indiaworkhub.in"
"normal","Service Inquiry","Hey, are there any offers on Diwali gift hampers right now?"
"normal","Education","FYI, the college fest prep meeting is at 3 PM today. See you there!"
"normal","Recreation","I’m hosting a Diwali party with games and mithai. Come over on Friday!"
"fraud","Subscription Scam","WARNING: Your Hotstar account is at risk of suspension. Update details at http://hotstar-verifyindia.com"
"normal","Education","Results for the mid-term exams are out. Check the university portal now."
"fraud","Tech Support Scam","Alert! Your device is compromised. Call 1800-999-8888 now to prevent data theft. Urgent action needed!"
"fraud","Investment Scams","Make quick cash! Invest in our crypto fund for 500% profit in 10 days. Hurry: http://cryptorush-delhi.com"
"fraud","Job Offer Scam","Urgent! Work-from-home job in Delhi. Earn ₹30,000/month. Apply now or lose the chance: http://delhijobshub.co"
"fraud","Impersonation","Urgent! Your SBI account is at risk. Verify identity now at http://sbi-safeaccess.in to prevent suspension. Don’t delay!"
"normal","Work Update","Reminder: HR training session at 3 PM. Don’t skip, it’s mandatory."
"normal","Delivery Update","Yo, your package is on the way! Keep a lookout, it’ll arrive in Delhi by tonight."
"normal","Social","How was your day? Let’s chat over some cutting chai soon."
"fraud","Emotional Manipulation","Beta, I’m in deep trouble in Delhi. Arrested for a misunderstanding. Need Rs. 10,000 for bail. Click http://delhi-bailhelp.in. Save me!"
"fraud","Emotional Manipulation","Uncle, it’s Anil. I’ve been kidnapped in Pune. They’re demanding Rs. 20,000. Pay via http://pune-rescue.net or I’m in danger!"
"fraud","Tech Support Scam","URGENT! Your phone data is at risk. Call 1-855-333-2211 now to avoid permanent loss. Act fast!"
"fraud","Lottery Scam","Congrats! You’ve won Rs. 15 lakhs in Mumbai Mega Lottery! Claim now at http://mumbailottery.winprize.co. Hurry, offer expires in 24 hours!"
"normal","Family","Sis, found a cool kurti at Lajpat Nagar. Want me to grab it?"
"fraud","Subscription Scam","Your Amazon Prime subscription auto-renews for ₹1299 tomorrow! Cancel at http://prime-cancelindia.co to save money."
"normal","Social","Hey, wanna watch the IPL match together at my place? Bring snacks!"
"normal","Travel","Train to Varanasi is on time. Will reach by evening for Ganga Aarti!"
"fraud","Tech Support Scam","Threat Alert! Malware found on your device. Contact 1800-222-9999 to fix it before hackers access your Aadhaar!"
"fraud","Service Fraud","Critical! Your Jio number will be blocked in 24 hrs. Verify and pay at http://jio-securelink.in to stay connected!"
"fraud","Identity Theft","Emergency! Confirm your Aadhaar details immediately at http://verify-idindia.org to avoid deactivation by tomorrow!"
"fraud","Loan Scam","Instant Rs. 10 lakh loan waiting for you! Apply in 2 mins at http://easyloan.indiafast.in or lose this chance forever!"
"fraud","Loan Scam","Final notice! Rs. 2 lakh loan reserved for you. Activate at http://easyfunds.desicash.co or call 9012345678 now!"
"normal","Family","Hey Mom, don’t miss your evening meds. Take care, love you!"
"normal","Entertainment","Hey, just saw the trailer of Pathaan 2. Looks mind-blowing! Excited?"
"fraud","Identity Theft","Fraud alert! Protect your Aadhaar from misuse. Click http://id-guardindia.net now or face severe consequences!"
"fraud","Job Offer Scam","Immediate joining! Earn ₹800/day from home. Don’t miss out! Click now: http://indiaquickearn.net"
"normal","Service Inquiry","Could you confirm if my order from Jaipur has been dispatched?"
"normal","Recreation","Have you been to EsselWorld lately? Thinking of going next weekend. Join?"
"normal","Entertainment","Hey, did you catch the new Bollywood flick on Netflix? Total paisa vasool! Let’s talk about it."
"fraud","Subscription Scam","Your JioCinema subscription payment failed! Update now to avoid deactivation: http://jiocinema-securepay.co.in"
"normal","Service Inquiry","Hi, I need details about your gym membership in Kolkata. Thanks!"
"fraud","Financial Fraud","Get instant Rs. 10 lakh personal loan from Kotak Mahindra! Apply at http://kotak-easyloan.in before slots fill up. Don’t miss out!"
"fraud","Identity Theft","Warning! Identity theft detected on your PAN card. Verify details at http://pan-securegov.in or risk legal action!"
"fraud","Tech Support Scam","Serious Issue! Virus detected on your phone. Call 1-844-888-7777 to prevent bank fraud. Hurry!"
"fraud","Tech Support Scam","Critical! Virus infecting your mobile. Call 1-800-777-6666 immediately to save your personal files!"
"fraud","Emotional Manipulation","Sister, I’m in a crisis in Hyderabad. My wallet’s stolen. Send Rs. 3,000 now at http://hyderabad-emergency.in. Don’t let me down!"
"fraud","Subscription Scam","URGENT! Your Zee5 account will be blocked in 24 hrs. Verify payment at http://zee5-indiaupdate.com"
"fraud","Investment Scams","Emergency! Your ₹5,000 can turn into ₹25,000 by tomorrow. Don’t delay! Click: http://instantcash-bengaluru.com"
"normal","Service Inquiry","Can I book a gas cylinder refill for tomorrow in Chennai?"
"fraud","Job Offer Scam","High-paying job in Chennai! ₹35,000/month. No interview. Secure your spot: http://chennaiworknow.org"
"fraud","Loan Scam","Urgent! Your Rs. 5 lakh loan is expiring today. Click now: http://securecash.bharatloan.co or call 7890123456 immediately!"
"normal","Recreation","Picnic at Sanjay Gandhi National Park this Sat. Bring your matar paneer!"
"fraud","Phishing","Don’t ignore! HDFC Bank: Fraudulent transaction attempted. Secure account at http://hdfc-fraudstop.in now!"
"normal","Travel","Yo, forgot to pack my kurta for the wedding in Udaipur. Can you bring one?"
"normal","Social","Hey, can we meet at the old book stall in Fort? Got some stuff to discuss."
"normal","Family","Aunty, thanks for the awesome aloo parathas yesterday. Yum!"
"normal","Travel","Booked our tickets for the Kerala backwaters trip. So excited for houseboats!"
"fraud","Loan Scam","Don’t miss out! Rs. 7 lakh loan approved for you. Act fast at http://quickrupee.trustfund.in before offer vanishes!"
"fraud","Service Fraud","Emergency! Your water bill is overdue. Prevent supply cut-off, pay now at http://waterboard-indpay.net!"
"fraud","Tech Support Scam","PANIC! Your device is infected. Visit http://indiasafe-scan.org or risk losing your Paytm balance!"
"normal","Service Inquiry","Heya, do you provide home delivery in Ahmedabad on weekends?"
"fraud","Job Offer Scam","WARNING! Last chance to earn ₹20,000/week from Pune. Apply or regret: http://punejobfast.in"
"fraud","Fake Delivery Scam","Flipkart Notice: Missed delivery! Your order is at risk of cancellation. Reschedule at http://flipkart-redelivery.live before midnight!"
"fraud","Phishing","PNB Warning: Fraud alert on your account! Click http://pnb-protect.in to stop unauthorized transactions immediately!"
"normal","Entertainment","Hi, there’s a stand-up comedy show in Delhi this Sat. Interested in going?"
"fraud","Service Fraud","Danger! Your Tata Sky subscription expires today. Renew urgently at http://tatasky-renewfast.com or lose access!"
"fraud","Phishing","Bank of Baroda: Urgent KYC update needed! Avoid account freeze, verify at http://bob-kycsafe.in today!"
"fraud","Phishing","ALERT! Your SBI net banking is compromised. Reset password at http://sbi-resetpass.in or risk losing money!"
"normal","Service Inquiry","Could you share the latest tariff plans for Mumbai circle?"
"fraud","Lottery Scam","Shocking! You’re a Rs. 11 lakh winner in Hyderabad Lotto. Secure now at http://hydlotto.wincash.in or forfeit your prize!"
"fraud","Impersonation","Income Tax Dept: Tax evasion detected. Pay dues immediately at http://taxsettle-gov.in or face legal action. Act fast!"
"fraud","Loan Scam","Emergency funds! Rs. 3 lakh loan ready. Apply now at http://fastpaise.indiaquick.co or risk losing it. Hurry!"
"fraud","Emotional Manipulation","Aunty, it’s Priya. My child is sick in Mumbai. Need Rs. 5,000 for medicine. Please help! Visit http://mumbai-childcare.org. Hurry!"
"fraud","Fake Delivery Scam","Delhivery Alert: Your parcel is stuck due to address error! Update now at http://delhivery-fixissue.in or it will be returned tomorrow!"
"normal","Delivery Update","Your Myntra order has been dispatched. Delivery expected within 2 days in Chennai."
"normal","Sports","Hey, did you watch the IPL game yesterday? CSK pulled off a crazy win!"
"fraud","Service Fraud","Hurry! Your Reliance broadband will be cut off. Secure it at http://reliance-netpay.co.in before it's too late!"
"normal","Recreation","Wanna join for a morning jog at Marine Drive tomorrow? 6 AM sharp."
"normal","Recreation","Planning a game night at my place. Cards and Ludo on Friday. You in?"
"normal","Social","Hey, are you free for a walk at Marine Drive this evening? Around 7?"
"fraud","Lottery Scam","Urgent! Your Rs. 12 lakh lottery prize is unclaimed. Visit http://luckydraw.prizegrab.in today or lose it forever! Act fast!"
"fraud","Investment Scams","Don’t be left behind! Join our forex trading group for instant riches. Click fast: http://forexboom-kolkata.com"
"fraud","Investment Scams","Alert! Rare chance to triple your money with our SIP hack. Act before it’s gone: http://sipmagic-ind.com"
"normal","Sports","India’s badminton stars are killing it at the BWF! Watch live at 7 PM."
"normal","Work Update","Reminder: Submit your weekly report by 5 PM. Thanks!"
"normal","Entertainment","Let’s plan a movie night this weekend. Any new Hindi films you wanna watch?"
"normal","Social","Yo, let’s hit the mall this weekend. Need to shop for Rakhi gifts!"
"fraud","Fake Delivery Scam","Ecom Express: Delivery attempt failed. Update details at http://ecomexpress-retry.co.in or your package will be sent back!"
"normal","Sports","Dude, let’s hit the gym and then watch the ISL football match. Deal?"
"fraud","Emotional Manipulation","Didi, I’m stuck in Ahmedabad with no money after a scam. Send Rs. 4,000 via http://ahmedabad-aid.in. I’m helpless without you!"
"normal","Recreation","Let’s plan a quick getaway to Goa next month. Beach vibes and feni!"
"fraud","Phishing","SBI Alert! Your account is locked due to unusual activity. Verify now at http://sbi-securehub.in or lose access!"
"fraud","Impersonation","URGENT from GST Dept: Unpaid taxes detected. Settle at http://gst-paynow.in or face heavy fines. Act immediately!"
"normal","Education","Yo, don’t forget the Maths seminar at 11 AM tomorrow in the main hall!"
"fraud","Job Offer Scam","Dream job alert! ₹50,000/month in Bangalore. No skills needed. Hurry, limited seats: http://bangalorecareers.in"
"fraud","Subscription Scam","LAST CHANCE! Your AltBalaji account will be deleted. Save it at http://altbalaji-rescue.com"
"normal","Family","Chachi, sending you the recipe for rajma. Try it out!"
"fraud","Impersonation","Alert! Your Aadhaar is suspended. Reactivate now at http://aadhaar-restore.in to avoid service disruption. Click now!"
"fraud","Financial Fraud","Congratulations! You’ve won a Rs. 50,000 loan from HDFC. Claim now at http://hdfc-loanclaim.co.in before offer expires in 24 hrs!"
"fraud","Job Offer Scam","Golden opportunity! ₹40,000/month job in Kolkata. Apply before midnight: http://kolkatajoboffer.com"
"fraud","Emotional Manipulation","Grandma, it’s Rohan. I’m in a hospital in Chennai after an accident. Need Rs. 9,000 urgently. Click http://chennai-medaid.com. Please!"
"fraud","Lottery Scam","Big news! You’ve won Rs. 20 lakhs in India Super Lotto. Claim urgently at http://indialotto.winnerhub.in. Don’t delay!"
"normal","Entertainment","Just binged Mirzapur S3. Bhai, it’s next level! Watched it yet?"
"normal","Family","Mom, I’ll be late from tuitions. Back by 8 PM, don’t worry."
"fraud","Identity Theft","Critical! Your PAN card details are compromised. Secure them at http://pan-safetyindia.co before it’s too late!"
"normal","Social","Are you coming to the Holi party at Rohit’s? Don’t miss the gujiyas!"
"fraud","Identity Theft","Alert! Someone is using your Aadhaar for illegal activity. Lock it at http://secure-aadhaar.in or face penalties!"
"normal","Education","Hey, let’s group up for the Sanskrit presentation. Msg me if you’re in!"
"normal","Sports","Polite request: Can you share the IPL schedule? Wanna plan a watch party."
"normal","Travel","Hey, have you applied for the e-visa for our Thailand trip? Deadline’s near."
"fraud","Impersonation","Hi, it’s your manager. Urgent client gift needed. Buy Rs.5000 Amazon voucher and send codes. Reply ASAP. Thanks!"
"fraud","Identity Theft","Your Aadhaar has been flagged for fraud. Act now to protect it at http://id-protectindia.net or lose all benefits!"
"normal","Education","Don’t miss the guest lecture on Economics by Prof. Sharma tomorrow!"
"fraud","Emotional Manipulation","Dad, I’m stranded in Kolkata after a robbery. Lost everything. Send Rs. 7,000 via http://kolkata-relief.in. I’m scared!"
"normal","Work Update","Hey, just a reminder to log in for the client call at 11 AM today. Don’t miss it!"
"normal","Work Update","New task assigned, check your email for details. Let’s get it done!"
"normal","Sports","Reminder: Kabaddi League finals tonight. Let’s cheer for our desi champs!"
"normal","Entertainment","Bro, have you listened to the new Badshah track? Total banger! Share your fav line."
"fraud","Phishing","Urgent! Your HDFC Bank account is locked. Verify details immediately to avoid closure: http://hdfc-securelogin.co.in"
"normal","Delivery Update","Hey buddy, your parcel is on the move! Reaching Gurgaon in a couple of hours."
"fraud","Emotional Manipulation","Aunty, it’s Meena. My child is sick in Ahmedabad. Need Rs. 3,000 for medicines. Send to http://ahmedabad-care.net. Save my baby!"
"normal","Recreation","Let’s catch a cricket match at the local ground tomorrow. Bring snacks!"
"fraud","Financial Fraud","Don’t ignore! Your HDFC credit card limit is reduced due to non-payment. Pay now: http://hdfc-cardpay.in or face penalties!"
"normal","Entertainment","Hey, the new season of Mirzapur dropped! Total paisa vasool. Have you started watching yet?"
"fraud","Job Offer Scam","Desperate Need! Remote job, ₹25,000/month. Apply before deadline: http://indiaremotehub.in"
"normal","Delivery Update","Hi, your delivery is scheduled for today. Should be there by 4 PM in Delhi."
"normal","Service Inquiry","Hi, is your gym offering any Holi special membership plans?"
"fraud","Loan Scam","Last warning! Rs. 2.5 lakh loan offer expiring. Don’t regret later! Click: http://instantfunds.paisaloan.in or dial 9012345678."
"normal","Service Inquiry","Hello, do you provide catering for small events in Bangalore?"
"fraud","Tech Support Scam","Warning! Your phone is at risk. Contact tech support at 1800-222-4455 to block unauthorized access. Hurry!"
"fraud","Phishing","Emergency! Your Axis Bank card is blocked. Reactivate here: http://axis-securecard.in"
"fraud","Identity Theft","Hurry! Last chance to secure your identity. Link Aadhaar at http://id-verifyindia.net or face account freeze!"
"normal","Family","Sis, are you free for a quick chat? Missing our late-night talks."
"fraud","Job Offer Scam","IMMEDIATE HIRING! Earn ₹800/day from home. No skills required. Hurry: http://easyjobindia.live"
"fraud","Service Fraud","Critical! Your electricity connection will be cut. Pay overdue bill at http://mseb-billsecure.com before midnight!"
"fraud","Service Fraud","Serious! Your gas connection subsidy is cancelled. Verify details at http://indgas-subsidyverify.org to reinstate!"
"normal","Delivery Update","Hi there, your order is en route. Should reach Ahmedabad by tomorrow evening."
"fraud","Loan Scam","Hurry! Rs. 2 lakh loan approved for you. Don’t lose this chance! Click now: http://easyloan.indiafunds.net or call 9087654321 today!"
"fraud","Service Fraud","Hurry! Your Dish TV account is suspended. Reactivate at http://dishtv-instantpay.co to watch your shows!"
"fraud","Lottery Scam","You’re a winner! Rs. 3 lakh awaits in the Kolkata Jackpot! Click http://grabprize.luckydraw.in before it’s gone!"
"fraud","Fake Delivery Scam","Amazon India: Pay ₹99 for express delivery of your order. Don’t miss out! Click http://amazon-india-express.co.in/pay"
"fraud","Impersonation","PAN Card Alert! Your account is blocked. Update details immediately: http://pansecure-india.org"
"normal","Entertainment","Yo, IPL finals this Sunday. Wanna come over for a watch party at my place?"
"fraud","Job Offer Scam","WARNING! Miss this job, regret forever! ₹35,000/month. Apply: http://securejobindia.xyz"
"fraud","Fake Delivery Scam","India Post Alert: Your shipment is on hold due to address error. Update ASAP at http://indiapost-verifyaddress.co.in/fix"
"normal","Social","Hey, how’s it going? Wanna chat over chai sometime this week?"
"normal","Education","Heads up, the Physics lecture is now at 11 AM in Room 203. Be there!"
"normal","Family","Hey Dad, can you help me with some Diwali shopping today? Need your expert opinion!"
"fraud","Emotional Manipulation","Dad, I’ve been in a bike accident in Gurgaon. Need Rs. 6,500 for hospital bills. Click http://gurgaon-aid.in. I’m hurting, help me!"
"fraud","Loan Scam","Instant Rs. 2 lakh loan for you! Don’t delay, click: http://getcash.desifund.org or call 8909876543 before offer expires!"
"normal","Travel","Hey, passport renewal done. Ready for our international trip now!"
"normal","Delivery Update","Your order is coming! Likely to be at your doorstep by tomorrow in Pune."
"fraud","Emotional Manipulation","Uncle, it’s Priya. I’m in a critical condition in Jaipur. Need Rs. 9,000 for meds. Transfer via http://jaipur-medhelp.com. Don’t let me suffer!"
"normal","Recreation","Hey, up for a bike ride to Pawna Lake tomorrow morning? Early start!"
"fraud","Impersonation","Urgent! This is SBI. Your account is at risk. Verify now to avoid suspension: http://sbi-safeaccess.in"
"fraud","Financial Fraud","URGENT: Your SBI account will be frozen in 24 hours. Update KYC at http://sbi-kycupdate.net to avoid deactivation!"
"normal","Sports","Bro, let’s hit the gym and train like Virat Kohli. Ready for a session?"
"fraud","Phishing","Your Airtel bill is overdue. Pay now to avoid disconnection: http://airtel-billpaysecure.com"
"normal","Family","Aunty, thanks for the amazing laddoos. They reminded me of Dadi’s cooking!"
"fraud","Investment Scams","Earn ₹1 Lakh in 30 days with our secret trading tip. Call 9876543210 before it’s too late!"
"normal","Entertainment","Just finished reading ‘The White Tiger’. Mind-blowing story! You gotta read it."
"normal","Recreation","How about a picnic at Sanjay Gandhi National Park this Saturday? Pack some parathas!"
"fraud","Phishing","Critical! SBI account at risk of fraud. Verify identity ASAP: http://sbi-protectnow.co.in"
"fraud","Subscription Scam","Your Netflix account will auto-renew at Rs.799. Cancel now to save money: http://netflix-cancelplan.co"
"fraud","Emotional Manipulation","Papa, I’m in deep trouble in Kolkata. Lost everything in a robbery. Send Rs. 7,000 via http://kolkata-relief.net. I’m helpless without you!"
"fraud","Fake Delivery Scam","India Post Emergency: Your parcel is at risk of being returned. Confirm address at http://indiapost-emergency.in/save"
"normal","Sports","Hey, you watching the India-England Test match today? Let’s chat during the tea break!"
"fraud","Service Fraud","Alert! Your Airtel account is blocked. Verify identity at http://airtel-safeverify.co.in or lose access today!"
"normal","Entertainment","Bro, let’s catch the latest Shah Rukh Khan movie this weekend. Tickets on me!"
"fraud","Identity Theft","Alert! Your identity is compromised. Lock your Aadhaar at http://safeid-india.net or risk fraud!"
"normal","Travel","Hey, just booked our tickets to Kerala for the houseboat stay. Super excited!"
"fraud","Fake Delivery Scam","Delhivery Alert: Failed delivery attempt! Call 98765-43210 or click http://delhivery-retrydelivery.in/now to save your package."
"fraud","Tech Support Scam","Alert! Your device is compromised. Call 1800-444-5678 NOW to prevent data theft. Don't ignore this, secure your info!"
"fraud","Service Fraud","Emergency! Your DTH Tata Sky service expires today. Renew at http://tatasky-urgentpay.in or lose channels!"
"normal","Service Inquiry","Hi, can you tell me the price for a full car service in Delhi?"
"normal","Education","Can we study together for the JEE mains? I’m struggling with Chem."
"fraud","Tech Support Scam","Virus detected on your phone! Immediate action needed. Visit http://techsafe-indiafix.com to fix it before losing data."
"fraud","Tech Support Scam","Critical! Device infected with malware. Click http://indiasecure-tech.com to remove it now or lose everything!"
"fraud","Identity Theft","Critical notice! Your Aadhaar link to bank is expiring. Renew at http://aadhaar-banklink.co.in now!"
"fraud","Loan Scam","Warning! Rs. 4 lakh loan approval will lapse soon. Act fast: http://safecash.bharatloan.org or contact 8901234567 before it’s gone!"
"fraud","Identity Theft","Don’t ignore! Your Aadhaar details are exposed. Secure them at http://protectid-india.org or face legal action!"
"normal","Education","Hey, let’s meet at the library today to prep for the CBSE exams. Bring your notes!"
"fraud","Financial Fraud","Congratulations! You’ve won a ₹5 lakh loan from HDFC at 0% interest. Claim now: http://hdfc-loanoffer.co or miss out!"
"fraud","Financial Fraud","Immediate action required! ₹15,000 debited from your Union Bank account. Confirm at http://unionbank-verify.org to stop fraud!"
"fraud","Investment Scams","Urgent! Invest ₹10,000 in our Mumbai stock fund & earn ₹50,000 in 7 days. Don’t miss out: http://mumbaicashflow.com"
"normal","Education","The Bio practical got shifted to Wednesday. Check with sir for details."
"normal","Work Update","Hey, don’t miss the project review meeting at 3 PM today. See you there!"
"normal","Travel","Reminder: Pack light for our Jaipur trip. We’ll shop a lot there!"
"fraud","Tech Support Scam","Emergency! Hacker activity traced on your device. Call 1-800-333-9876 urgently to save your bank details. Act fast!"
"fraud","Service Fraud","Panic! Your mobile number is flagged for fraud. Clear status at http://mobile-safeindia.in or face legal action!"
"fraud","Loan Scam","Emergency! Your Rs. 5 lakh loan offer expires in 24 hrs. Secure it at: http://urgentcash.rbi-secure.in or dial 9871234567."
"normal","Delivery Update","Great news! Your delivery is set for today. Look out for it in Jaipur by 6 PM."
"fraud","Impersonation","RBI Notice: Your bank account is under review. Submit KYC now or face closure: http://rbi-kycsecure.in"
"fraud","Loan Scam","Critical! Your Rs. 4 lakh loan is at risk of cancellation. Save it at: http://protectloan.rbi-certify.in or dial 9123450987."
"normal","Sports","Are you up for watching the Pro Kabaddi League finals at my place? Snacks on me!"
"normal","Entertainment","Let’s hit up the local mela tonight. Rides and chaat on point. You in?"
"normal","Work Update","Please upload your timesheet by tonight. Appreciate it, bhai!"
"normal","Sports","OMG, that last-minute goal in the ISL game! Kerala Blasters nailed it!"
"fraud","Job Offer Scam","Dream Job Alert! Earn ₹30,000/month in Delhi. No experience needed. Apply fast: http://delhicareershub.co"
"fraud","Subscription Scam","Critical Alert! Your Hotstar account is expiring in 24 hrs. Renew here: http://hotstar-subrenewal.com"
"normal","Service Inquiry","Hello, do you repair ACs? Mine’s not cooling properly in Hyderabad."
"normal","Education","Yo, I aced my Maths test! Wanna grab chai and celebrate?"
"fraud","Fake Delivery Scam","Final Notice! Your Flipkart delivery attempt failed. Reschedule at http://flipkart-lastchance.in/try or lose your package!"
"fraud","Phishing","Immediate action required! Your Kotak account is compromised. Secure it: http://kotak-safeaccess.in"
"fraud","Lottery Scam","Hurry! Your Rs. 6 lakh Chennai Lottery prize expires tonight! Claim at http://prizeclaim.tnlottery.co.in now!"
"normal","Family","Bro, need a ride to the station tomorrow? I’m heading that way."
"fraud","Investment Scams","Your family’s future depends on this! Invest ₹20,000 & earn lakhs. Click: http://securefamilywealth.com"
"fraud","Impersonation","This is HDFC Bank. Your card is locked. Unlock now or lose access: http://hdfc-verifyonline.com"
"normal","Service Inquiry","Hey, do you have any slots for a haircut this weekend in Chennai?"
"fraud","Lottery Scam","Final Notice! Claim your Rs. 9 lakh Hyderabad Draw prize at http://securelotto.hydwin.co before it’s too late!"
"normal","Entertainment","Have you checked out the new web series on Hotstar? It’s pure desi drama!"
"fraud","Identity Theft","Aadhaar update required! Avoid suspension of govt schemes. Click http://update-aadhaar.in before it’s too late!"
"normal","Service Inquiry","Hey, do you guys do home delivery in Mumbai? Need some stuff urgently."
"normal","Travel","Yo, reached Manali. Snow everywhere! Bring gloves if you’re joining."
"fraud","Fake Delivery Scam","Delhivery Warning: Package delivery failed! Verify details at http://delhivery-resolve.in/now or lose your item by tonight!"
"fraud","Job Offer Scam","URGENT! ₹600/day from home. Seats filling fast. Apply now: http://fastcashwork.in"
